employee_id,effective_date,base_salary,currency,change_reason,job_level,country,department,band_mid
352,2013-09-01,736079.29,ARS,Hire,IC3,AR,Marketing,740000.0
353,2015-05-01,346175.33,ARS,Hire,IC1,AR,Store Operations,368000.0
354,2009-07-01,432832.21,ARS,Hire,IC1,AR,Store Operations,368000.0
355,2015-08-01,400465.96,ARS,Hire,IC2,AR,Planning,540000.0
356,2012-06-01,584075.67,ARS,Hire,IC2,AR,Logistics,540000.0
357,2012-12-01,516680.18,ARS,Hire,IC2,AR,Distribution Centers,486000.0
358,2015-10-01,444678.95,ARS,Hire,IC1,AR,Visual Merchandising,420000.0
359,2014-08-01,336130.33,ARS,Hire,IC1,AR,Store Operations,368000.0
360,2013-12-01,437457.68,ARS,Hire,IC1,AR,Sales,400000.0
361,2015-12-01,410659.63,ARS,Hire,IC1,AR,Regional Operations,400000.0
362,2014-02-01,520635.76,ARS,Hire,IC2,AR,Sales,540000.0
363,2014-09-01,643855.51,ARS,Hire,M1,AR,Visual Merchandising,809600.0
364,2015-05-01,546415.33,ARS,Hire,IC2,AR,Logistics,540000.0
365,2013-11-01,642004.67,ARS,Hire,IC3,AR,Visual Merchandising,680800.0
366,2011-03-01,411504.5,ARS,Hire,IC1,AR,Sales,400000.0
367,2016-01-01,342503.95,ARS,Hire,IC1,AR,Customer Service,352000.0
368,2013-07-01,424734.22,ARS,Hire,IC1,AR,Logistics,400000.0
369,2010-11-01,381967.09,ARS,Hire,IC1,AR,Store Operations,368000.0
370,2015-08-01,364652.09,ARS,Hire,IC1,AR,Regional Operations,400000.0
371,2011-08-01,326928.11,ARS,Hire,IC1,AR,Customer Operations,400000.0
372,2015-09-01,356835.04,ARS,Hire,IC1,AR,Sales,400000.0
373,2012-08-01,627143.99,ARS,Hire,IC2,AR,Planning,621000.0
374,2014-08-01,344240.3,ARS,Hire,IC1,AR,Distribution Centers,360000.0
375,2013-01-01,488016.4,ARS,Hire,IC2,AR,Store Operations,496800.0
376,2015-11-01,375115.95,ARS,Hire,IC1,AR,Sales,400000.0
377,2013-03-01,407085.75,ARS,Hire,IC1,AR,Regional Operations,400000.0
378,2013-01-01,405312.78,ARS,Hire,IC1,AR,Regional Operations,400000.0
379,2014-08-01,497588.99,ARS,Hire,IC2,AR,Sales,540000.0
380,2012-06-01,324113.75,ARS,Hire,IC1,AR,Store Operations,368000.0
381,2016-01-03,2345.34,BRL,Hire,IC1,BR,Visual Merchandising,2310.0
382,2016-01-11,333595.25,ARS,Hire,IC1,AR,Visual Merchandising,368000.0
383,2016-01-12,2077.09,BRL,Hire,IC1,BR,Sales,2200.0
384,2016-01-08,3617.37,BRL,Hire,IC2,BR,Data & Analytics,3415.5
385,2016-01-04,2632.88,BRL,Hire,IC2,BR,Store Operations,2732.4
386,2016-01-02,1938.59,BRL,Hire,IC1,BR,Visual Merchandising,2024.0
387,2016-01-01,1901.14,BRL,Hire,IC1,BR,Regional Operations,2200.0
388,2016-01-14,1940.88,BRL,Hire,IC1,BR,Store Operations,2024.0
389,2016-01-04,467708.76,ARS,Hire,IC2,AR,Regional Operations,540000.0
390,2016-01-06,1774.08,BRL,Hire,IC1,BR,Product,2464.0
391,2016-02-13,3005.6,BRL,Hire,IC2,BR,Customer Service,2613.6
392,2016-02-05,1895.11,BRL,Hire,IC1,BR,Store Operations,2024.0
393,2016-02-04,2037.91,BRL,Hire,IC1,BR,Regional Operations,2024.0
394,2016-02-05,1796.93,BRL,Hire,IC1,BR,Regional Operations,2024.0
395,2016-02-07,2740.3,BRL,Hire,IC2,BR,Regional Operations,2970.0
396,2016-02-06,442808.94,ARS,Hire,IC2,AR,Sales,540000.0
397,2016-02-07,2491.1,BRL,Hire,IC1,BR,Sales,2200.0
398,2016-02-04,2524.74,BRL,Hire,IC2,BR,Data & Analytics,3415.5
399,2016-02-14,3637.01,BRL,Hire,IC2,BR,Sales,2970.0
400,2016-02-14,1890.23,BRL,Hire,IC1,BR,Distribution Centers,1980.0
401,2016-03-07,610478.26,ARS,Hire,IC2,AR,Planning,540000.0
402,2016-03-05,395595.63,ARS,Hire,IC1,AR,Store Operations,368000.0
403,2016-03-11,3790.32,BRL,Hire,IC3,BR,Legal,4070.0
404,2016-03-02,4388.66,BRL,Hire,IC3,BR,Product,4558.4
405,2016-03-09,2521.37,BRL,Hire,IC1,BR,Procurement,2200.0
406,2016-03-01,4834.34,BRL,Hire,IC4,BR,Legal,5610.0
407,2016-03-10,371074.62,ARS,Hire,IC1,AR,Store Operations,368000.0
408,2016-03-05,2768.98,BRL,Hire,IC2,BR,Visual Merchandising,2732.4
409,2016-03-11,511731.04,ARS,Hire,IC1,AR,Sales,400000.0
410,2016-03-10,1691.41,BRL,Hire,IC1,BR,Regional Operations,2024.0
411,2016-03-01,2171.92,BRL,Hire,IC1,BR,Customer Experience,2310.0
412,2016-03-12,1967.04,BRL,Hire,IC1,BR,Regional Operations,2024.0
413,2016-03-03,2673.49,BRL,Hire,IC2,BR,Customer Operations,2613.6
351,2016-03-15,514825.03,ARS,Promotion,IC3,AR,Regional Operations,680800.0
318,2016-03-15,2596.09,BRL,Promotion,IC2,BR,Procurement,2970.0
49,2016-03-15,2076.16,BRL,Promotion,IC2,BR,Procurement,2970.0
121,2016-03-15,10304.53,BRL,Promotion,M4,BR,E-commerce,14291.2
197,2016-03-15,6052.63,BRL,Promotion,IC4,BR,Data,6451.5
232,2016-03-15,2846.66,BRL,Promotion,IC2,BR,Data & Analytics,3415.5
29,2016-03-15,6562.64,BRL,Promotion,IC5,BR,Strategy,7480.0
89,2016-03-15,3346.11,BRL,Promotion,IC3,BR,Finance,4070.0
47,2016-03-15,2411.7,BRL,Promotion,IC2,BR,Procurement,2970.0
286,2016-03-15,4177.63,BRL,Promotion,IC4,BR,Procurement,5610.0
187,2016-03-15,7388.87,BRL,Promotion,M2,BR,Procurement,6600.0
414,2016-04-08,2496.42,BRL,Hire,IC1,BR,Visual Merchandising,2310.0
415,2016-04-10,2082.45,BRL,Hire,IC1,BR,Regional Operations,2024.0
416,2016-04-13,1307968.16,ARS,Hire,IC5,AR,Store Operations,1251200.0
417,2016-04-09,2008.66,BRL,Hire,IC1,BR,Sales,2200.0
418,2016-04-13,1919.01,BRL,Hire,IC1,BR,Store Operations,2024.0
419,2016-04-07,2070.44,BRL,Hire,IC1,BR,Customer Operations,1936.0
420,2016-04-11,3985.64,BRL,Hire,IC3,BR,Digital Marketing,4070.0
421,2016-04-12,1734.02,BRL,Hire,IC1,BR,Store Operations,2024.0
422,2016-04-03,2199.95,BRL,Hire,IC1,BR,Visual Merchandising,2024.0
423,2016-04-01,1645.23,BRL,Hire,IC1,BR,Customer Service,1936.0
1,2016-04-01,1952.35,BRL,Merit,IC1,BR,Regional Operations,2024.0
2,2016-04-01,3516.21,BRL,Merit,IC3,BR,Customer Experience,3581.6
3,2016-04-01,2230.57,BRL,Merit,IC1,BR,Distribution Centers,1980.0
4,2016-04-01,2247.0,BRL,Merit,IC2,BR,Customer Service,2613.6
5,2016-04-01,2309.99,BRL,Merit,IC2,BR,Regional Operations,2732.4
6,2016-04-01,4281.39,BRL,Merit,IC3,BR,Product,4558.4
7,2016-04-01,3186.83,BRL,Merit,IC2,BR,Sales,2970.0
9,2016-04-01,3659.64,BRL,Merit,IC3,BR,Planning,4070.0
10,2016-04-01,8767.66,BRL,Merit,M3,BR,Procurement,9240.0
11,2016-04-01,2783.62,BRL,Merit,IC2,BR,Visual Merchandising,3118.5
12,2016-04-01,3273.67,BRL,Merit,IC2,BR,Regional Operations,2970.0
13,2016-04-01,2063.79,BRL,Merit,IC1,BR,Sales,2200.0
14,2016-04-01,8986.77,BRL,Merit,M3,BR,Visual Merchandising,8500.8
16,2016-04-01,1680.71,BRL,Merit,IC1,BR,Customer Experience,1936.0
17,2016-04-01,2241.53,BRL,Merit,IC1,BR,Sales,2200.0
18,2016-04-01,2697.82,BRL,Merit,IC2,BR,Regional Operations,2970.0
19,2016-04-01,3174.67,BRL,Merit,IC2,BR,Logistics,2970.0
20,2016-04-01,2202.94,BRL,Merit,IC1,BR,Distribution Centers,1980.0
21,2016-04-01,2335.92,BRL,Merit,IC2,BR,Store Operations,2732.4
22,2016-04-01,2277.12,BRL,Merit,IC1,BR,Legal,2200.0
23,2016-04-01,2547.64,BRL,Merit,IC1,BR,Sales,2200.0
24,2016-04-01,3017.8,BRL,Merit,IC2,BR,Sales,2970.0
25,2016-04-01,2521.51,BRL,Merit,IC1,BR,Visual Merchandising,2024.0
26,2016-04-01,3080.84,BRL,Merit,IC2,BR,Sales,2970.0
27,2016-04-01,3803.79,BRL,Merit,IC3,BR,Finance,4070.0
28,2016-04-01,1746.28,BRL,Merit,IC1,BR,Finance,2200.0
29,2016-04-01,6854.91,BRL,Merit,IC5,BR,Strategy,7480.0
30,2016-04-01,1546.49,BRL,Merit,IC1,BR,Customer Operations,1936.0
31,2016-04-01,3272.87,BRL,Merit,IC2,BR,Regional Operations,2732.4
32,2016-04-01,2877.95,BRL,Merit,IC2,BR,Visual Merchandising,2732.4
33,2016-04-01,2333.11,BRL,Merit,IC1,BR,Sales,2200.0
34,2016-04-01,4344.66,BRL,Merit,IC3,BR,Regional Operations,4070.0
36,2016-04-01,1455.03,BRL,Merit,IC1,BR,Distribution Centers,1980.0
37,2016-04-01,2369.58,BRL,Merit,IC1,BR,Visual Merchandising,2310.0
38,2016-04-01,3435.06,BRL,Merit,IC2,BR,Logistics,2970.0
40,2016-04-01,2332.94,BRL,Merit,IC1,BR,Customer Operations,2200.0
42,2016-04-01,3094.3,BRL,Merit,IC2,BR,Sales,2970.0
43,2016-04-01,1928.99,BRL,Merit,IC1,BR,Distribution Centers,1980.0
44,2016-04-01,2497.74,BRL,Merit,IC1,BR,Regional Operations,2200.0
45,2016-04-01,6078.68,BRL,Merit,IC4,BR,Procurement,5610.0
46,2016-04-01,1962.77,BRL,Merit,IC1,BR,Procurement,2200.0
47,2016-04-01,2465.82,BRL,Merit,IC2,BR,Procurement,2970.0
48,2016-04-01,2423.29,BRL,Merit,IC2,BR,Distribution Centers,2673.0
49,2016-04-01,2167.69,BRL,Merit,IC2,BR,Procurement,2970.0
50,2016-04-01,2555.69,BRL,Merit,IC1,BR,Data & Analytics,2530.0
54,2016-04-01,2508.35,BRL,Merit,IC1,BR,People,2200.0
55,2016-04-01,3064.81,BRL,Merit,IC2,BR,Legal,2970.0
56,2016-04-01,2131.5,BRL,Merit,IC1,BR,Regional Operations,2200.0
57,2016-04-01,2040.53,BRL,Merit,IC1,BR,People,2200.0
59,2016-04-01,2115.04,BRL,Merit,IC1,BR,Strategy,2200.0
60,2016-04-01,5579.51,BRL,Merit,IC4,BR,Marketing,5610.0
61,2016-04-01,3363.26,BRL,Merit,IC2,BR,Sales,2970.0
63,2016-04-01,1546.21,BRL,Merit,IC1,BR,Distribution Centers,1980.0
64,2016-04-01,1955.17,BRL,Merit,IC1,BR,Sales,2200.0
65,2016-04-01,5857.94,BRL,Merit,M2,BR,Sales,6600.0
66,2016-04-01,1822.97,BRL,Merit,IC1,BR,Store Operations,2024.0
68,2016-04-01,1810.36,BRL,Merit,IC1,BR,Store Operations,2024.0
69,2016-04-01,2248.18,BRL,Merit,IC1,BR,Logistics,2200.0
70,2016-04-01,5697.61,BRL,Merit,M1,BR,Data,5566.0
71,2016-04-01,2848.28,BRL,Merit,IC2,BR,Visual Merchandising,3118.5
72,2016-04-01,2372.7,BRL,Merit,IC1,BR,Risk,2200.0
73,2016-04-01,3125.27,BRL,Merit,IC2,BR,Risk,2970.0
75,2016-04-01,2508.12,BRL,Merit,IC1,BR,Legal,2200.0
76,2016-04-01,2176.27,BRL,Merit,IC1,BR,People,2200.0
77,2016-04-01,3079.59,BRL,Merit,IC2,BR,Store Operations,2732.4
78,2016-04-01,2432.31,BRL,Merit,IC1,BR,Visual Merchandising,2310.0
80,2016-04-01,2549.12,BRL,Merit,IC1,BR,Regional Operations,2200.0
82,2016-04-01,6592.46,BRL,Merit,IC4,BR,Procurement,5610.0
83,2016-04-01,1767.44,BRL,Merit,IC1,BR,Customer Service,1936.0
84,2016-04-01,2415.33,BRL,Merit,IC1,BR,Procurement,2200.0
85,2016-04-01,1770.89,BRL,Merit,IC1,BR,Sales,2200.0
86,2016-04-01,7883.12,BRL,Merit,IC4,BR,Engineering,6619.8
87,2016-04-01,2425.72,BRL,Merit,IC1,BR,Customer Experience,2310.0
88,2016-04-01,3054.33,BRL,Merit,IC2,BR,Procurement,2970.0
89,2016-04-01,3488.16,BRL,Merit,IC3,BR,Finance,4070.0
90,2016-04-01,3575.97,BRL,Merit,IC2,BR,Customer Experience,3118.5
91,2016-04-01,2153.87,BRL,Merit,IC1,BR,Store Operations,2024.0
92,2016-04-01,7452.79,BRL,Merit,IC4,BR,Data & Analytics,6451.5
93,2016-04-01,2188.7,BRL,Merit,IC1,BR,Customer Service,1936.0
95,2016-04-01,1999.91,BRL,Merit,IC1,BR,Regional Operations,2024.0
96,2016-04-01,2741.58,BRL,Merit,IC1,BR,Visual Merchandising,2310.0
97,2016-04-01,2681.25,BRL,Merit,IC1,BR,Engineering,2596.0
98,2016-04-01,4024.96,BRL,Merit,M1,BR,Regional Operations,4452.8
100,2016-04-01,2794.69,BRL,Merit,IC2,BR,Finance,2970.0
101,2016-04-01,2559.01,BRL,Merit,IC1,BR,Finance,2200.0
102,2016-04-01,2392.21,BRL,Merit,IC1,BR,Customer Experience,2310.0
103,2016-04-01,2138.65,BRL,Merit,IC1,BR,Customer Operations,2200.0
104,2016-04-01,2208.4,BRL,Merit,IC1,BR,Customer Experience,2310.0
105,2016-04-01,1995.82,BRL,Merit,IC1,BR,Finance,2200.0
106,2016-04-01,3759.31,BRL,Merit,IC2,BR,E-commerce,3326.4
108,2016-04-01,3266.09,BRL,Merit,IC2,BR,Visual Merchandising,3118.5
109,2016-04-01,1807.87,BRL,Merit,IC1,BR,Distribution Centers,1980.0
111,2016-04-01,2720.42,BRL,Merit,IC2,BR,Regional Operations,2732.4
113,2016-04-01,3306.65,BRL,Merit,IC2,BR,People,2970.0
114,2016-04-01,1520.67,BRL,Merit,IC1,BR,Customer Service,1936.0
115,2016-04-01,4021.89,BRL,Merit,IC2,BR,UX,3118.5
116,2016-04-01,2986.92,BRL,Merit,IC2,BR,Product,3326.4
117,2016-04-01,3228.54,BRL,Merit,IC2,BR,Risk,2970.0
118,2016-04-01,3721.26,BRL,Merit,IC2,BR,Product,3326.4
119,2016-04-01,4353.95,BRL,Merit,IC3,BR,Legal,4070.0
120,2016-04-01,4838.92,BRL,Merit,IC3,BR,Data,4680.5
121,2016-04-01,10793.35,BRL,Merit,M4,BR,E-commerce,14291.2
122,2016-04-01,2299.23,BRL,Merit,IC1,BR,Regional Operations,2200.0
124,2016-04-01,2203.79,BRL,Merit,IC1,BR,Marketing,2200.0
125,2016-04-01,3269.78,BRL,Merit,IC2,BR,Planning,3415.5
126,2016-04-01,2026.81,BRL,Merit,IC1,BR,Logistics,2200.0
127,2016-04-01,2553.26,BRL,Merit,IC2,BR,Store Operations,2732.4
128,2016-04-01,2622.7,BRL,Merit,IC1,BR,Sales,2200.0
130,2016-04-01,1721.33,BRL,Merit,IC1,BR,Customer Experience,2310.0
131,2016-04-01,2114.77,BRL,Merit,IC1,BR,Store Operations,2024.0
132,2016-04-01,2057.93,BRL,Merit,IC1,BR,Customer Operations,2200.0
133,2016-04-01,2713.26,BRL,Merit,IC1,BR,Customer Experience,2310.0
134,2016-04-01,2678.46,BRL,Merit,IC1,BR,Customer Service,1936.0
135,2016-04-01,3368.11,BRL,Merit,IC2,BR,Data,3415.5
136,2016-04-01,2997.76,BRL,Merit,IC3,BR,Store Operations,3744.4
137,2016-04-01,2090.03,BRL,Merit,IC1,BR,Procurement,2200.0
138,2016-04-01,4548.51,BRL,Merit,IC3,BR,Procurement,4070.0
139,2016-04-01,2866.44,BRL,Merit,IC2,BR,Sales,2970.0
140,2016-04-01,5355.68,BRL,Merit,M1,BR,Visual Merchandising,4452.8
141,2016-04-01,4829.94,BRL,Merit,M1,BR,Sales,4840.0
142,2016-04-01,2737.74,BRL,Merit,IC2,BR,Visual Merchandising,3118.5
143,2016-04-01,2503.95,BRL,Merit,IC1,BR,Procurement,2200.0
144,2016-04-01,4107.49,BRL,Merit,IC3,BR,Sales,4070.0
145,2016-04-01,2527.38,BRL,Merit,IC1,BR,Visual Merchandising,2310.0
148,2016-04-01,2888.94,BRL,Merit,IC1,BR,Planning,2530.0
149,2016-04-01,2034.08,BRL,Merit,IC1,BR,Distribution Centers,1980.0
150,2016-04-01,1994.15,BRL,Merit,IC1,BR,Customer Service,1936.0
151,2016-04-01,1881.1,BRL,Merit,IC1,BR,Store Operations,2024.0
152,2016-04-01,2304.26,BRL,Merit,IC2,BR,UX,3118.5
153,2016-04-01,6913.15,BRL,Merit,IC4,BR,Data,6451.5
154,2016-04-01,1968.41,BRL,Merit,IC1,BR,Customer Service,1936.0
155,2016-04-01,2518.57,BRL,Merit,IC2,BR,Legal,2970.0
156,2016-04-01,3328.04,BRL,Merit,IC2,BR,People,2970.0
158,2016-04-01,2536.55,BRL,Merit,IC1,BR,Procurement,2200.0
159,2016-04-01,1765.75,BRL,Merit,IC1,BR,Visual Merchandising,2310.0
160,2016-04-01,2542.51,BRL,Merit,IC2,BR,Sales,2970.0
162,2016-04-01,5004.5,BRL,Merit,IC4,BR,Strategy,5610.0
163,2016-04-01,2181.22,BRL,Merit,IC1,BR,Customer Operations,2200.0
165,2016-04-01,3076.23,BRL,Merit,IC2,BR,Customer Operations,2970.0
167,2016-04-01,2248.56,BRL,Merit,IC1,BR,Risk,2200.0
168,2016-04-01,7799.15,BRL,Merit,IC5,BR,Digital Marketing,7480.0
169,2016-04-01,2021.12,BRL,Merit,IC1,BR,Visual Merchandising,2310.0
170,2016-04-01,2688.14,BRL,Merit,IC2,BR,Strategy,2970.0
172,2016-04-01,2962.55,BRL,Merit,IC2,BR,Digital Marketing,2970.0
173,2016-04-01,2087.99,BRL,Merit,IC1,BR,Visual Merchandising,2024.0
174,2016-04-01,2665.84,BRL,Merit,IC2,BR,Regional Operations,2732.4
175,2016-04-01,3090.1,BRL,Merit,IC2,BR,Procurement,2970.0
176,2016-04-01,1983.11,BRL,Merit,IC1,BR,Customer Experience,1936.0
177,2016-04-01,9152.21,BRL,Merit,IC5,BR,UX,7854.0
178,2016-04-01,5078.04,BRL,Merit,IC4,BR,UX,5890.5
179,2016-04-01,2331.56,BRL,Merit,IC1,BR,Planning,2530.0
182,2016-04-01,1894.22,BRL,Merit,IC1,BR,Store Operations,2024.0
183,2016-04-01,4583.85,BRL,Merit,IC3,BR,People,4070.0
185,2016-04-01,3082.64,BRL,Merit,IC1,BR,Visual Merchandising,2310.0
186,2016-04-01,2450.2,BRL,Merit,IC1,BR,Sales,2200.0
187,2016-04-01,7596.3,BRL,Merit,M2,BR,Procurement,6600.0
188,2016-04-01,2112.48,BRL,Merit,IC1,BR,Logistics,2200.0
189,2016-04-01,3003.71,BRL,Merit,IC2,BR,Customer Service,2613.6
191,2016-04-01,1902.88,BRL,Merit,IC1,BR,Sales,2200.0
192,2016-04-01,9452.98,BRL,Merit,IC5,BR,Product,8377.6
193,2016-04-01,4481.47,BRL,Merit,M1,BR,Strategy,4840.0
194,2016-04-01,4104.78,BRL,Merit,M1,BR,Customer Experience,4259.2
195,2016-04-01,2622.47,BRL,Merit,IC1,BR,Visual Merchandising,2310.0
196,2016-04-01,9178.97,BRL,Merit,IC5,BR,Legal,7480.0
197,2016-04-01,6327.64,BRL,Merit,IC4,BR,Data,6451.5
199,2016-04-01,3302.87,BRL,Merit,IC2,BR,E-commerce,3504.6
200,2016-04-01,2906.69,BRL,Merit,IC2,BR,People,2970.0
201,2016-04-01,3633.66,BRL,Merit,IC2,BR,Sales,2970.0
202,2016-04-01,4825.41,BRL,Merit,IC3,BR,Data & Analytics,4680.5
203,2016-04-01,2759.28,BRL,Merit,IC1,BR,Visual Merchandising,2310.0
204,2016-04-01,2882.86,BRL,Merit,IC2,BR,Procurement,2970.0
205,2016-04-01,6277.74,BRL,Merit,IC4,BR,UX,5890.5
207,2016-04-01,1560.96,BRL,Merit,IC1,BR,Visual Merchandising,2024.0
208,2016-04-01,4679.51,BRL,Merit,M1,BR,Regional Operations,4452.8
209,2016-04-01,2246.43,BRL,Merit,IC1,BR,Store Operations,2024.0
210,2016-04-01,5339.45,BRL,Merit,IC3,BR,Engineering,4802.6
212,2016-04-01,14878.26,BRL,Merit,M4,BR,Visual Merchandising,13398.0
213,2016-04-01,1901.23,BRL,Merit,IC1,BR,Regional Operations,2200.0
214,2016-04-01,4059.31,BRL,Merit,IC2,BR,Engineering,3504.6
215,2016-04-01,3195.38,BRL,Merit,IC2,BR,Procurement,2970.0
216,2016-04-01,2598.32,BRL,Merit,IC1,BR,Customer Experience,2310.0
217,2016-04-01,1812.17,BRL,Merit,IC1,BR,Visual Merchandising,2024.0
218,2016-04-01,4890.14,BRL,Merit,IC4,BR,Strategy,5610.0
220,2016-04-01,2183.58,BRL,Merit,IC1,BR,Regional Operations,2024.0
221,2016-04-01,2531.13,BRL,Merit,IC2,BR,Store Operations,2732.4
223,2016-04-01,2167.63,BRL,Merit,IC2,BR,Visual Merchandising,2732.4
224,2016-04-01,2392.31,BRL,Merit,IC1,BR,Visual Merchandising,2024.0
225,2016-04-01,2563.4,BRL,Merit,IC1,BR,Customer Experience,2310.0
226,2016-04-01,2546.17,BRL,Merit,IC1,BR,Regional Operations,2024.0
227,2016-04-01,4167.86,BRL,Merit,IC3,BR,Data & Analytics,4680.5
228,2016-04-01,2376.67,BRL,Merit,IC1,BR,Visual Merchandising,2310.0
229,2016-04-01,2262.76,BRL,Merit,IC1,BR,Visual Merchandising,2024.0
230,2016-04-01,2522.46,BRL,Merit,IC1,BR,Sales,2200.0
231,2016-04-01,2035.65,BRL,Merit,IC1,BR,Customer Operations,1936.0
232,2016-04-01,2925.45,BRL,Merit,IC2,BR,Data & Analytics,3415.5
233,2016-04-01,5070.5,BRL,Merit,M1,BR,Visual Merchandising,5082.0
235,2016-04-01,2262.85,BRL,Merit,IC1,BR,Visual Merchandising,2310.0
240,2016-04-01,1971.55,BRL,Merit,IC1,BR,Visual Merchandising,2310.0
242,2016-04-01,2406.72,BRL,Merit,IC2,BR,Customer Service,2613.6
243,2016-04-01,4292.27,BRL,Merit,IC3,BR,Procurement,4070.0
244,2016-04-01,1929.09,BRL,Merit,IC1,BR,Digital Marketing,2200.0
245,2016-04-01,2289.51,BRL,Merit,IC1,BR,Customer Service,1936.0
246,2016-04-01,8427.44,BRL,Merit,M2,BR,Planning,7590.0
248,2016-04-01,3212.72,BRL,Merit,IC2,BR,Risk,2970.0
249,2016-04-01,2549.11,BRL,Merit,IC1,BR,Sales,2200.0
251,2016-04-01,2575.67,BRL,Merit,IC2,BR,Regional Operations,2732.4
252,2016-04-01,4483.85,BRL,Merit,M1,BR,Customer Operations,4840.0
253,2016-04-01,2140.59,BRL,Merit,IC1,BR,Customer Service,1936.0
254,2016-04-01,5004.36,BRL,Merit,IC3,BR,Finance,4070.0
255,2016-04-01,2085.34,BRL,Merit,IC1,BR,Store Operations,2024.0
256,2016-04-01,2137.42,BRL,Merit,IC1,BR,Sales,2200.0
257,2016-04-01,5959.06,BRL,Merit,M1,BR,Planning,4840.0
258,2016-04-01,2222.59,BRL,Merit,IC1,BR,Store Operations,2024.0
259,2016-04-01,2583.78,BRL,Merit,IC1,BR,Logistics,2200.0
260,2016-04-01,4571.82,BRL,Merit,IC3,BR,Logistics,4070.0
261,2016-04-01,6805.64,BRL,Merit,M2,BR,Risk,6600.0
262,2016-04-01,1933.86,BRL,Merit,IC1,BR,Store Operations,2024.0
263,2016-04-01,2182.74,BRL,Merit,IC1,BR,Customer Operations,1936.0
264,2016-04-01,5125.51,BRL,Merit,M1,BR,Visual Merchandising,5082.0
265,2016-04-01,1691.72,BRL,Merit,IC1,BR,Visual Merchandising,2024.0
268,2016-04-01,2084.03,BRL,Merit,IC1,BR,Customer Service,1936.0
269,2016-04-01,2056.07,BRL,Merit,IC1,BR,Store Operations,2024.0
270,2016-04-01,3099.72,BRL,Merit,IC2,BR,Visual Merchandising,2732.4
271,2016-04-01,2335.55,BRL,Merit,IC1,BR,Planning,2200.0
272,2016-04-01,2593.64,BRL,Merit,IC1,BR,Visual Merchandising,2310.0
273,2016-04-01,4610.69,BRL,Merit,IC3,BR,Visual Merchandising,4273.5
274,2016-04-01,1777.61,BRL,Merit,IC1,BR,Regional Operations,2024.0
275,2016-04-01,2344.6,BRL,Merit,IC1,BR,Store Operations,2024.0
276,2016-04-01,3314.1,BRL,Merit,IC2,BR,Logistics,2970.0
277,2016-04-01,2832.99,BRL,Merit,IC2,BR,Logistics,2970.0
278,2016-04-01,4781.13,BRL,Merit,IC3,BR,People,4070.0
279,2016-04-01,2289.87,BRL,Merit,IC1,BR,Visual Merchandising,2310.0
280,2016-04-01,2685.06,BRL,Merit,IC2,BR,Store Operations,2732.4
281,2016-04-01,8707.51,BRL,Merit,M3,BR,E-commerce,10348.8
282,2016-04-01,2890.68,BRL,Merit,IC2,BR,Regional Operations,2732.4
283,2016-04-01,3706.51,BRL,Merit,IC2,BR,Engineering,3504.6
285,2016-04-01,2741.95,BRL,Merit,IC2,BR,Digital Marketing,2970.0
286,2016-04-01,4353.77,BRL,Merit,IC4,BR,Procurement,5610.0
287,2016-04-01,1746.62,BRL,Merit,IC1,BR,Store Operations,2024.0
288,2016-04-01,3058.47,BRL,Merit,IC2,BR,Customer Operations,2970.0
289,2016-04-01,2119.06,BRL,Merit,IC1,BR,Visual Merchandising,2024.0
290,2016-04-01,2451.63,BRL,Merit,IC1,BR,Sales,2200.0
291,2016-04-01,2245.6,BRL,Merit,IC1,BR,Customer Operations,2200.0
292,2016-04-01,4700.37,BRL,Merit,M1,BR,Sales,4840.0
293,2016-04-01,2352.63,BRL,Merit,IC1,BR,Store Operations,2024.0
294,2016-04-01,3748.27,BRL,Merit,IC3,BR,Visual Merchandising,4273.5
295,2016-04-01,5108.19,BRL,Merit,M1,BR,Procurement,4840.0
296,2016-04-01,2384.4,BRL,Merit,IC2,BR,Finance,2970.0
298,2016-04-01,3296.98,BRL,Merit,IC3,BR,People,4070.0
299,2016-04-01,1974.02,BRL,Merit,IC1,BR,Visual Merchandising,2024.0
301,2016-04-01,1571.0,BRL,Merit,IC1,BR,Customer Experience,1936.0
302,2016-04-01,2900.38,BRL,Merit,IC2,BR,Procurement,2970.0
303,2016-04-01,5765.3,BRL,Merit,M2,BR,Logistics,6600.0
305,2016-04-01,4425.01,BRL,Merit,IC3,BR,Planning,4070.0
306,2016-04-01,1814.48,BRL,Merit,IC1,BR,Store Operations,2024.0
307,2016-04-01,7590.38,BRL,Merit,M2,BR,Legal,6600.0
308,2016-04-01,1982.2,BRL,Merit,IC1,BR,Store Operations,2024.0
309,2016-04-01,18473.54,BRL,Merit,M5,BR,Marketing,16500.0
310,2016-04-01,6047.86,BRL,Merit,M1,BR,E-commerce,5711.2
312,2016-04-01,2355.55,BRL,Merit,IC1,BR,Sales,2200.0
313,2016-04-01,2700.79,BRL,Merit,IC2,BR,Store Operations,2732.4
314,2016-04-01,8716.03,BRL,Merit,IC5,BR,Data,8602.0
315,2016-04-01,1987.82,BRL,Merit,IC1,BR,Distribution Centers,1980.0
316,2016-04-01,2594.69,BRL,Merit,IC2,BR,Store Operations,2732.4
317,2016-04-01,2188.53,BRL,Merit,IC1,BR,Regional Operations,2024.0
318,2016-04-01,2689.57,BRL,Merit,IC2,BR,Procurement,2970.0
319,2016-04-01,3920.4,BRL,Merit,IC3,BR,Procurement,4070.0
