employee_id,event_date,event_type,detail
173,2017-03-15,PROMOTION,IC2
316,2017-03-15,PROMOTION,IC3
216,2017-03-15,PROMOTION,IC2
70,2017-03-15,PROMOTION,M2
283,2017-03-15,PROMOTION,IC3
404,2017-03-15,PROMOTION,IC4
153,2017-03-15,PROMOTION,M1
210,2017-03-15,PROMOTION,IC4
47,2017-03-15,PROMOTION,IC3
232,2017-03-15,PROMOTION,IC3
556,2017-03-15,LATERAL_MOVE,IC2
354,2017-04-24,TERMINATION,Retirement
381,2017-04-26,TERMINATION,Resignation
415,2017-04-16,TERMINATION,Resignation
450,2017-04-21,TERMINATION,Layoff
531,2017-04-17,TERMINATION,Retirement
4,2017-04-28,TERMINATION,Resignation
154,2017-04-16,TERMINATION,Other
410,2017-04-23,TERMINATION,Performance
97,2017-04-21,TERMINATION,Resignation
120,2017-04-19,TERMINATION,Other
562,2017-04-08,HIRE,organic
563,2017-04-02,HIRE,organic
564,2017-04-14,HIRE,organic
565,2017-04-06,HIRE,organic
566,2017-04-04,HIRE,organic
567,2017-04-14,HIRE,organic
568,2017-04-14,HIRE,organic
569,2017-04-02,HIRE,organic
570,2017-04-06,HIRE,organic
571,2017-04-06,HIRE,organic
572,2017-04-11,HIRE,organic
573,2017-04-13,HIRE,organic
574,2017-04-10,HIRE,organic
575,2017-04-04,HIRE,organic
576,2017-04-14,HIRE,organic
121,2017-04-15,TRANSFER,M4
522,2017-04-15,TRANSFER,IC2
166,2017-04-15,LATERAL_MOVE,IC2
325,2017-05-28,TERMINATION,Retirement
407,2017-05-19,TERMINATION,Retirement
463,2017-05-23,TERMINATION,Retirement
492,2017-05-23,TERMINATION,Retirement
500,2017-05-27,TERMINATION,Retirement
38,2017-05-26,TERMINATION,EndOfContract
374,2017-05-22,TERMINATION,Layoff
400,2017-05-23,TERMINATION,Retirement
170,2017-05-20,TERMINATION,Other
202,2017-05-22,TERMINATION,Retirement
478,2017-05-24,TERMINATION,Retirement
87,2017-05-27,TERMINATION,Resignation
577,2017-05-06,HIRE,organic
578,2017-05-10,HIRE,organic
579,2017-05-07,HIRE,organic
580,2017-05-12,HIRE,organic
581,2017-05-07,HIRE,organic
582,2017-05-01,HIRE,organic
583,2017-05-14,HIRE,organic
584,2017-05-04,HIRE,organic
585,2017-05-08,HIRE,organic
586,2017-05-02,HIRE,organic
587,2017-05-02,HIRE,organic
588,2017-05-10,HIRE,organic
589,2017-05-07,HIRE,organic
590,2017-05-13,HIRE,organic
591,2017-05-05,HIRE,organic
592,2017-05-07,HIRE,organic
593,2017-05-04,HIRE,organic
21,2017-05-15,TRANSFER,IC2
448,2017-05-15,TRANSFER,IC3
309,2017-05-15,LATERAL_MOVE,M5
110,2017-06-23,TERMINATION,Retirement
144,2017-06-17,TERMINATION,Retirement
383,2017-06-20,TERMINATION,Resignation
480,2017-06-25,TERMINATION,Performance
104,2017-06-25,TERMINATION,Retirement
176,2017-06-26,TERMINATION,Layoff
527,2017-06-18,TERMINATION,Retirement
594,2017-06-05,HIRE,organic
595,2017-06-11,HIRE,organic
596,2017-06-13,HIRE,organic
597,2017-06-01,HIRE,organic
598,2017-06-10,HIRE,organic
599,2017-06-04,HIRE,organic
600,2017-06-12,HIRE,organic
601,2017-06-14,HIRE,organic
602,2017-06-12,HIRE,organic
603,2017-06-11,HIRE,organic
604,2017-06-14,HIRE,organic
605,2017-06-04,HIRE,organic
576,2017-06-15,TRANSFER,IC3
560,2017-06-15,LATERAL_MOVE,IC2
370,2017-07-24,TERMINATION,Layoff
418,2017-07-24,TERMINATION,Redundancy
497,2017-07-19,TERMINATION,Resignation
135,2017-07-21,TERMINATION,Retirement
513,2017-07-19,TERMINATION,Resignation
253,2017-07-23,TERMINATION,Resignation
367,2017-07-17,TERMINATION,Resignation
606,2017-07-14,HIRE,organic
607,2017-07-13,HIRE,organic
608,2017-07-06,HIRE,organic
609,2017-07-10,HIRE,organic
610,2017-07-10,HIRE,organic
611,2017-07-02,HIRE,organic
612,2017-07-11,HIRE,organic
613,2017-07-11,HIRE,organic
614,2017-07-08,HIRE,organic
615,2017-07-11,HIRE,organic
616,2017-07-01,HIRE,organic
617,2017-07-08,HIRE,organic
162,2017-07-15,TRANSFER,IC4
167,2017-07-15,TRANSFER,IC1
313,2017-07-15,TRANSFER,IC2
516,2017-07-15,TRANSFER,IC3
101,2017-07-15,LATERAL_MOVE,IC1
68,2017-08-16,TERMINATION,Retirement
358,2017-08-17,TERMINATION,Retirement
431,2017-08-21,TERMINATION,Resignation
442,2017-08-27,TERMINATION,Layoff
449,2017-08-17,TERMINATION,Resignation
489,2017-08-26,TERMINATION,Retirement
597,2017-08-19,TERMINATION,Redundancy
617,2017-08-19,TERMINATION,Retirement
22,2017-08-17,TERMINATION,Performance
483,2017-08-16,TERMINATION,Resignation
618,2017-08-14,HIRE,organic
619,2017-08-08,HIRE,organic
620,2017-08-02,HIRE,organic
621,2017-08-05,HIRE,organic
622,2017-08-12,HIRE,organic
623,2017-08-02,HIRE,organic
624,2017-08-08,HIRE,organic
625,2017-08-04,HIRE,organic
626,2017-08-07,HIRE,organic
627,2017-08-01,HIRE,organic
628,2017-08-11,HIRE,organic
629,2017-08-08,HIRE,organic
630,2017-08-10,HIRE,organic
631,2017-08-07,HIRE,organic
632,2017-08-14,HIRE,organic
481,2017-08-15,TRANSFER,IC1
522,2017-08-15,TRANSFER,IC2
308,2017-08-15,LATERAL_MOVE,IC2
310,2017-08-15,LATERAL_MOVE,M1
15,2017-09-28,TERMINATION,Resignation
159,2017-09-22,TERMINATION,Retirement
221,2017-09-21,TERMINATION,Performance
255,2017-09-27,TERMINATION,Resignation
451,2017-09-24,TERMINATION,Retirement
481,2017-09-24,TERMINATION,Retirement
599,2017-09-16,TERMINATION,Resignation
602,2017-09-18,TERMINATION,Resignation
453,2017-09-23,TERMINATION,Retirement
524,2017-09-25,TERMINATION,EndOfContract
428,2017-09-24,TERMINATION,Retirement
633,2017-09-09,HIRE,organic
634,2017-09-04,HIRE,organic
635,2017-09-04,HIRE,organic
636,2017-09-08,HIRE,organic
637,2017-09-07,HIRE,organic
638,2017-09-07,HIRE,organic
639,2017-09-14,HIRE,organic
640,2017-09-04,HIRE,organic
641,2017-09-06,HIRE,organic
642,2017-09-03,HIRE,organic
643,2017-09-04,HIRE,organic
644,2017-09-12,HIRE,organic
645,2017-09-08,HIRE,organic
646,2017-09-13,HIRE,organic
647,2017-09-03,HIRE,organic
648,2017-09-12,HIRE,organic
292,2017-09-15,PROMOTION,M2
208,2017-09-15,PROMOTION,M2
78,2017-09-15,PROMOTION,IC2
128,2017-09-15,PROMOTION,IC2
12,2017-09-15,PROMOTION,IC3
10,2017-09-15,PROMOTION,M4
43,2017-09-15,PROMOTION,IC2
81,2017-09-15,PROMOTION,M1
245,2017-09-15,PROMOTION,IC2
286,2017-09-15,PROMOTION,IC5
308,2017-09-15,PROMOTION,IC3
119,2017-09-15,PROMOTION,IC4
28,2017-09-15,PROMOTION,IC2
196,2017-09-15,PROMOTION,M3
352,2017-09-15,PROMOTION,IC4
316,2017-09-15,TRANSFER,IC3
249,2017-10-21,TERMINATION,Retirement
408,2017-10-25,TERMINATION,Resignation
454,2017-10-19,TERMINATION,Other
559,2017-10-28,TERMINATION,Layoff
563,2017-10-21,TERMINATION,Resignation
646,2017-10-16,TERMINATION,Retirement
641,2017-10-27,TERMINATION,Retirement
6,2017-10-25,TERMINATION,Retirement
496,2017-10-18,TERMINATION,Retirement
424,2017-10-20,TERMINATION,Resignation
649,2017-10-11,HIRE,organic
650,2017-10-07,HIRE,organic
651,2017-10-06,HIRE,organic
652,2017-10-13,HIRE,organic
653,2017-10-14,HIRE,organic
654,2017-10-09,HIRE,organic
655,2017-10-05,HIRE,organic
656,2017-10-14,HIRE,organic
657,2017-10-03,HIRE,organic
658,2017-10-02,HIRE,organic
659,2017-10-06,HIRE,organic
660,2017-10-04,HIRE,organic
661,2017-10-12,HIRE,organic
662,2017-10-08,HIRE,organic
663,2017-10-13,HIRE,organic
27,2017-10-15,TRANSFER,IC3
647,2017-10-15,TRANSFER,IC1
633,2017-10-15,LATERAL_MOVE,IC2
286,2017-10-15,DEMOTION,IC4
151,2017-11-23,TERMINATION,Retirement
230,2017-11-20,TERMINATION,Retirement
545,2017-11-24,TERMINATION,Retirement
622,2017-11-17,TERMINATION,Retirement
339,2017-11-22,TERMINATION,Resignation
621,2017-11-27,TERMINATION,Performance
569,2017-11-18,TERMINATION,Redundancy
268,2017-11-28,TERMINATION,Performance
664,2017-11-05,HIRE,organic
665,2017-11-13,HIRE,organic
666,2017-11-05,HIRE,organic
667,2017-11-11,HIRE,organic
668,2017-11-08,HIRE,organic
669,2017-11-05,HIRE,organic
670,2017-11-13,HIRE,organic
671,2017-11-01,HIRE,organic
672,2017-11-11,HIRE,organic
673,2017-11-10,HIRE,organic
674,2017-11-07,HIRE,organic
675,2017-11-14,HIRE,organic
676,2017-11-14,HIRE,organic
677,2017-11-03,HIRE,organic
678,2017-11-12,HIRE,organic
679,2017-11-13,HIRE,organic
680,2017-11-14,HIRE,organic
681,2017-11-13,HIRE,organic
682,2017-11-01,HIRE,organic
683,2017-11-13,HIRE,organic
684,2017-11-02,HIRE,organic
