employee_id,course_id,course_category,enrollment_date,completion_date,completion_status,learning_hours,mandatory_flag,country,department,job_level
278,CRS-COM-011,Compliance,2018-04-03,2018-05-26,Completed,1.7,true,BR,People,IC3
278,CRS-TEC-035,Technology,2018-04-09,,In Progress,33.6,false,BR,People,IC3
280,CRS-FUN-020,Functional Skills,2018-04-06,2018-05-27,Completed,11.2,false,BR,Store Operations,IC3
280,CRS-COM-021,Compliance,2018-04-23,,In Progress,1.2,true,BR,Store Operations,IC3
281,CRS-LEA-024,Leadership,2018-04-07,2018-04-17,Completed,28.4,false,BR,E-commerce,M2
283,CRS-COM-016,Compliance,2018-04-09,2018-04-26,Completed,3.4,true,BR,Engineering,IC3
298,CRS-TEC-035,Technology,2018-04-08,2018-05-10,Completed,26.7,false,BR,People,IC3
305,CRS-SAF-019,Safety,2018-04-02,2018-05-19,Completed,2.7,true,BR,Planning,IC3
316,CRS-COM-010,Compliance,2018-04-27,2018-06-22,Completed,2.7,true,BR,Store Operations,IC3
318,CRS-COM-036,Compliance,2018-04-09,2018-05-18,Completed,2.2,true,BR,Procurement,IC2
322,CRS-SAF-033,Safety,2018-04-19,2018-06-23,Completed,3.0,true,BR,Store Operations,IC1
323,CRS-COM-026,Compliance,2018-04-09,2018-06-12,Completed,1.1,true,BR,Customer Operations,IC1
323,CRS-FUN-004,Functional Skills,2018-04-01,2018-04-13,Completed,16.1,false,BR,Customer Operations,IC1
327,CRS-MAN-029,Management,2018-04-17,,In Progress,15.5,false,BR,People,M1
333,CRS-FUN-019,Functional Skills,2018-04-03,,In Progress,17.5,false,BR,Sales,IC2
335,CRS-MAN-039,Management,2018-04-28,,In Progress,18.6,false,BR,Planning,M1
337,CRS-CUS-033,Customer,2018-04-01,2018-04-08,Completed,8.9,false,AR,Customer Service,IC1
341,CRS-LEA-038,Leadership,2018-04-17,2018-05-13,Completed,15.3,false,AR,Sales,M1
360,CRS-CUS-021,Customer,2018-04-16,2018-05-13,Completed,3.9,false,AR,Sales,IC1
363,CRS-COM-034,Compliance,2018-04-21,2018-05-26,Completed,2.8,true,AR,Visual Merchandising,M1
368,CRS-SAF-020,Safety,2018-04-23,,In Progress,5.3,true,AR,Logistics,IC2
373,CRS-FUN-006,Functional Skills,2018-04-22,,In Progress,3.0,false,AR,Planning,IC2
378,CRS-SAF-019,Safety,2018-04-02,2018-06-07,Completed,5.8,true,AR,Regional Operations,IC1
378,CRS-COM-004,Compliance,2018-04-07,2018-06-07,Completed,3.7,true,AR,Regional Operations,IC1
384,CRS-TEC-022,Technology,2018-04-01,2018-04-13,Completed,52.6,false,BR,Data & Analytics,IC2
391,CRS-CUS-038,Customer,2018-04-20,2018-06-18,Completed,8.3,false,BR,Sales,IC2
393,CRS-COM-002,Compliance,2018-04-17,2018-06-23,Completed,3.9,true,BR,Regional Operations,IC1
399,CRS-FUN-035,Functional Skills,2018-04-11,2018-04-15,Completed,23.2,false,BR,Sales,IC2
405,CRS-FUN-010,Functional Skills,2018-04-03,,In Progress,23.2,false,BR,Procurement,IC1
406,CRS-SAF-005,Safety,2018-04-12,2018-05-30,Completed,2.9,true,BR,Regional Operations,IC4
411,CRS-CUS-010,Customer,2018-04-19,2018-05-09,Completed,9.2,false,BR,Customer Experience,IC1
414,CRS-COM-013,Compliance,2018-04-02,2018-05-04,Completed,2.7,true,BR,Visual Merchandising,IC1
423,CRS-FUN-009,Functional Skills,2018-04-22,2018-05-07,Completed,21.1,false,BR,Customer Service,IC1
430,CRS-SAF-037,Safety,2018-04-03,2018-05-23,Completed,2.3,true,BR,Procurement,IC2
430,CRS-FUN-006,Functional Skills,2018-04-20,,In Progress,13.4,false,BR,Procurement,IC2
433,CRS-MAN-033,Management,2018-04-09,2018-04-16,Completed,13.1,false,BR,Customer Experience,M1
433,CRS-CUS-008,Customer,2018-04-06,2018-05-29,Completed,2.3,false,BR,Customer Experience,M1
438,CRS-FUN-037,Functional Skills,2018-04-14,,In Progress,24.0,false,AR,Visual Merchandising,M2
438,CRS-COM-012,Compliance,2018-04-13,2018-05-28,Completed,3.7,true,AR,Visual Merchandising,M2
452,CRS-COM-039,Compliance,2018-04-08,2018-05-25,Completed,2.0,true,AR,Planning,IC1
461,CRS-CUS-039,Customer,2018-04-17,2018-06-08,Completed,7.5,false,BR,Customer Service,IC2
468,CRS-CUS-014,Customer,2018-04-07,2018-05-11,Completed,7.4,false,BR,Store Operations,IC1
468,CRS-SAF-030,Safety,2018-04-08,2018-05-08,Completed,2.7,true,BR,Store Operations,IC1
469,CRS-COM-012,Compliance,2018-04-09,2018-05-24,Completed,1.1,true,BR,Store Operations,IC1
469,CRS-SAF-002,Safety,2018-04-27,2018-05-05,Completed,4.4,true,BR,Store Operations,IC1
475,CRS-COM-005,Compliance,2018-04-26,2018-07-01,Completed,1.1,true,BR,Finance,IC1
476,CRS-COM-003,Compliance,2018-04-14,2018-04-29,Completed,3.1,true,BR,Sales,IC1
488,CRS-SAF-036,Safety,2018-04-07,2018-05-06,Completed,2.3,true,BR,Sales,IC1
490,CRS-CUS-001,Customer,2018-04-13,2018-05-04,Completed,6.1,false,BR,Sales,IC1
499,CRS-CUS-032,Customer,2018-04-03,,In Progress,6.5,false,AR,Customer Operations,IC2
501,CRS-FUN-009,Functional Skills,2018-04-23,2018-06-16,Completed,16.5,false,BR,Data,IC1
502,CRS-CUS-031,Customer,2018-04-07,,In Progress,3.6,false,BR,Visual Merchandising,IC2
504,CRS-TEC-028,Technology,2018-04-13,,In Progress,24.9,false,BR,Data & Analytics,IC1
504,CRS-TEC-009,Technology,2018-04-25,,In Progress,25.8,false,BR,Data & Analytics,IC1
505,CRS-FUN-029,Functional Skills,2018-04-24,2018-05-07,Completed,3.5,false,BR,Planning,IC2
522,CRS-COM-023,Compliance,2018-04-19,2018-06-22,Completed,1.4,true,BR,Engineering,IC2
528,CRS-COM-008,Compliance,2018-04-23,,In Progress,2.0,true,BR,Engineering,M1
528,CRS-MAN-012,Management,2018-04-10,2018-06-10,Completed,5.2,false,BR,Engineering,M1
530,CRS-COM-028,Compliance,2018-04-16,2018-05-04,Completed,2.3,true,AR,Customer Service,IC2
537,CRS-TEC-012,Technology,2018-04-15,,In Progress,22.2,false,BR,Marketing,IC5
541,CRS-FUN-001,Functional Skills,2018-04-22,2018-05-26,Completed,19.1,false,CL,Logistics,IC3
542,CRS-FUN-032,Functional Skills,2018-04-28,2018-06-24,Completed,15.3,false,AR,Regional Operations,IC1
549,CRS-CUS-007,Customer,2018-04-02,2018-06-07,Completed,9.3,false,BR,Sales,IC1
552,CRS-COM-009,Compliance,2018-04-06,2018-05-20,Completed,1.1,true,BR,Customer Experience,M1
553,CRS-CUS-031,Customer,2018-04-14,2018-05-07,Completed,6.3,false,BR,Customer Operations,IC2
553,CRS-COM-028,Compliance,2018-04-03,2018-05-13,Completed,2.0,true,BR,Customer Operations,IC2
553,CRS-CUS-018,Customer,2018-04-14,2018-06-17,Completed,2.4,false,BR,Customer Operations,IC2
556,CRS-COM-024,Compliance,2018-04-04,2018-05-17,Completed,2.3,true,BR,Planning,IC2
556,CRS-SAF-028,Safety,2018-04-09,2018-05-06,Completed,4.8,true,BR,Planning,IC2
557,CRS-FUN-036,Functional Skills,2018-04-20,2018-06-07,Completed,17.1,false,BR,Data & Analytics,IC2
558,CRS-COM-034,Compliance,2018-04-11,,In Progress,2.2,true,BR,Sales,IC1
577,CRS-SAF-008,Safety,2018-04-16,2018-05-05,Completed,2.5,true,BR,Visual Merchandising,IC1
586,CRS-SAF-014,Safety,2018-04-01,2018-04-30,Completed,2.5,true,BR,Visual Merchandising,IC3
588,CRS-TEC-039,Technology,2018-04-12,,In Progress,44.2,false,BR,Digital Marketing,IC2
594,CRS-FUN-017,Functional Skills,2018-04-09,2018-04-20,Completed,14.7,false,BR,Data & Analytics,IC1
609,CRS-CUS-014,Customer,2018-04-08,2018-04-26,Completed,9.7,false,BR,Regional Operations,IC3
610,CRS-FUN-019,Functional Skills,2018-04-26,2018-06-07,Completed,13.2,false,BR,Procurement,IC2
615,CRS-FUN-011,Functional Skills,2018-04-06,2018-05-03,Completed,14.0,false,BR,Logistics,IC1
616,CRS-CUS-028,Customer,2018-04-11,2018-06-10,Completed,6.4,false,BR,Store Operations,IC1
618,CRS-TEC-017,Technology,2018-04-01,2018-05-09,Completed,43.6,false,BR,Data,IC4
623,CRS-COM-039,Compliance,2018-04-19,2018-05-09,Completed,2.6,true,BR,Logistics,IC4
628,CRS-CUS-007,Customer,2018-04-11,2018-05-10,Completed,2.1,false,BR,Visual Merchandising,IC1
629,CRS-TEC-002,Technology,2018-04-14,,In Progress,40.6,false,BR,Product,IC1
630,CRS-COM-036,Compliance,2018-04-02,2018-05-11,Completed,1.1,true,BR,Sales,IC3
632,CRS-FUN-001,Functional Skills,2018-04-06,,In Progress,16.8,false,BR,Visual Merchandising,IC2
644,CRS-COM-033,Compliance,2018-04-26,2018-05-17,Completed,3.2,true,AR,Planning,IC4
648,CRS-MAN-025,Management,2018-04-26,2018-06-27,Completed,7.6,false,BR,Distribution Centers,M2
652,CRS-FUN-026,Functional Skills,2018-04-01,2018-05-27,Completed,6.7,false,BR,Customer Experience,IC2
657,CRS-FUN-036,Functional Skills,2018-04-21,2018-05-02,Completed,21.1,false,BR,Engineering,IC2
664,CRS-COM-032,Compliance,2018-04-02,2018-05-31,Completed,3.8,true,BR,Customer Service,IC1
665,CRS-FUN-013,Functional Skills,2018-04-03,,In Progress,22.2,false,BR,Distribution Centers,IC3
668,CRS-SAF-034,Safety,2018-04-10,2018-05-28,Completed,4.7,true,BR,Store Operations,IC2
673,CRS-FUN-009,Functional Skills,2018-04-23,2018-05-26,Completed,2.3,false,BR,Customer Operations,M3
674,CRS-SAF-029,Safety,2018-04-12,2018-05-22,Completed,4.3,true,AR,Logistics,IC3
677,CRS-FUN-029,Functional Skills,2018-04-04,2018-05-15,Completed,23.2,false,BR,Sales,IC2
679,CRS-COM-030,Compliance,2018-04-26,2018-07-02,Completed,1.0,true,BR,Store Operations,IC1
680,CRS-FUN-006,Functional Skills,2018-04-21,2018-04-24,Completed,7.5,false,BR,Customer Service,IC1
680,CRS-CUS-009,Customer,2018-04-25,2018-06-13,Completed,3.7,false,BR,Customer Service,IC1
686,CRS-TEC-022,Technology,2018-04-24,2018-06-14,Completed,14.2,false,BR,Strategy,IC2
692,CRS-MAN-011,Management,2018-04-13,,In Progress,18.0,false,BR,Procurement,M4
701,CRS-CUS-039,Customer,2018-04-01,2018-04-05,Completed,3.5,false,BR,Sales,IC1
705,CRS-CUS-037,Customer,2018-04-05,2018-05-12,Completed,5.0,false,AR,Store Operations,IC1
705,CRS-FUN-017,Functional Skills,2018-04-01,,In Progress,5.8,false,AR,Store Operations,IC1
707,CRS-TEC-039,Technology,2018-04-13,,In Progress,49.5,false,BR,Digital Marketing,IC3
712,CRS-COM-005,Compliance,2018-04-23,2018-04-26,Completed,2.9,true,BR,Data,IC3
713,CRS-COM-007,Compliance,2018-04-28,2018-05-13,Completed,1.6,true,BR,Customer Experience,IC1
713,CRS-CUS-036,Customer,2018-04-12,2018-05-08,Completed,3.2,false,BR,Customer Experience,IC1
716,CRS-FUN-001,Functional Skills,2018-04-05,,In Progress,12.8,false,AR,Customer Service,IC1
717,CRS-SAF-031,Safety,2018-04-18,2018-06-14,Completed,3.2,true,BR,Regional Operations,IC1
719,CRS-COM-023,Compliance,2018-04-12,,In Progress,2.2,true,BR,Procurement,IC4
720,CRS-SAF-008,Safety,2018-04-02,2018-04-07,Completed,4.8,true,BR,Regional Operations,IC1
728,CRS-SAF-007,Safety,2018-04-13,2018-06-04,Completed,2.6,true,BR,Procurement,IC1
728,CRS-FUN-039,Functional Skills,2018-04-06,2018-06-11,Completed,10.5,false,BR,Procurement,IC1
729,CRS-COM-036,Compliance,2018-04-14,2018-05-21,Completed,1.9,true,BR,Logistics,IC2
735,CRS-TEC-016,Technology,2018-04-08,,In Progress,46.8,false,BR,Data & Analytics,IC2
736,CRS-CUS-034,Customer,2018-04-26,,In Progress,11.0,false,BR,Visual Merchandising,IC2
738,CRS-CUS-016,Customer,2018-04-27,,In Progress,6.7,false,BR,Customer Operations,IC1
739,CRS-SAF-009,Safety,2018-04-21,2018-05-12,Completed,3.4,true,BR,Distribution Centers,IC1
740,CRS-TEC-034,Technology,2018-04-05,,In Progress,40.3,false,BR,Data,IC2
740,CRS-TEC-006,Technology,2018-04-05,,In Progress,20.1,false,BR,Data,IC2
743,CRS-CUS-001,Customer,2018-04-05,,In Progress,5.1,false,CL,Customer Experience,IC2
747,CRS-CUS-029,Customer,2018-04-08,2018-04-14,Completed,4.9,false,BR,Visual Merchandising,IC1
750,CRS-COM-034,Compliance,2018-04-22,2018-04-25,Completed,1.2,true,BR,Data,M1
752,CRS-CUS-012,Customer,2018-04-28,2018-06-29,Completed,8.7,false,BR,Customer Operations,IC1
754,CRS-FUN-003,Functional Skills,2018-04-09,2018-06-05,Completed,10.0,false,BR,Sales,IC1
755,CRS-COM-009,Compliance,2018-04-28,2018-06-12,Completed,2.4,true,BR,Marketing,IC1
756,CRS-SAF-021,Safety,2018-04-27,2018-05-13,Completed,5.7,true,MX,Regional Operations,IC2
758,CRS-COM-001,Compliance,2018-04-18,,In Progress,1.9,true,BR,Procurement,IC1
759,CRS-FUN-017,Functional Skills,2018-04-04,2018-04-15,Completed,4.2,false,AR,Distribution Centers,IC1
759,CRS-COM-035,Compliance,2018-04-04,2018-04-28,Completed,1.9,true,AR,Distribution Centers,IC1
760,CRS-COM-039,Compliance,2018-04-09,2018-04-12,Completed,3.2,true,BR,Digital Marketing,IC2
761,CRS-LEA-018,Leadership,2018-04-13,2018-04-20,Completed,38.3,false,BR,Finance,M3
762,CRS-CUS-031,Customer,2018-04-09,2018-05-30,Completed,10.7,false,BR,Sales,IC1
767,CRS-COM-021,Compliance,2018-04-23,2018-05-29,Completed,2.2,true,BR,Sales,IC1
767,CRS-COM-028,Compliance,2018-04-18,2018-05-09,Completed,2.9,true,BR,Sales,IC1
768,CRS-LEA-002,Leadership,2018-04-03,2018-04-13,Completed,37.3,false,BR,Logistics,M1
772,CRS-SAF-033,Safety,2018-04-12,2018-05-21,Completed,4.5,true,BR,Planning,IC1
774,CRS-COM-011,Compliance,2018-04-16,2018-06-06,Completed,2.8,true,AR,Sales,IC1
774,CRS-COM-025,Compliance,2018-04-16,2018-05-09,Completed,3.5,true,AR,Sales,IC1
11,CRS-COM-038,Compliance,2018-05-17,2018-06-19,Completed,2.0,true,BR,Visual Merchandising,IC2
12,CRS-SAF-010,Safety,2018-05-03,2018-06-21,Completed,2.7,true,BR,Regional Operations,IC3
14,CRS-TEC-038,Technology,2018-05-22,,In Progress,20.8,false,BR,Marketing,M3
16,CRS-FUN-008,Functional Skills,2018-05-09,2018-05-31,Completed,12.5,false,BR,Customer Experience,IC1
17,CRS-COM-001,Compliance,2018-05-11,2018-06-22,Completed,3.0,true,BR,Sales,IC1
18,CRS-CUS-020,Customer,2018-05-24,2018-06-18,Completed,2.1,false,BR,Regional Operations,IC3
27,CRS-CUS-039,Customer,2018-05-23,,In Progress,11.5,false,BR,Regional Operations,IC3
28,CRS-TEC-039,Technology,2018-05-02,2018-07-10,Completed,32.3,false,BR,Finance,IC2
31,CRS-SAF-010,Safety,2018-05-16,2018-07-05,Completed,3.7,true,BR,Regional Operations,IC2
32,CRS-SAF-031,Safety,2018-05-20,2018-07-15,Completed,2.5,true,BR,Visual Merchandising,IC2
34,CRS-CUS-009,Customer,2018-05-24,,In Progress,11.8,false,BR,Regional Operations,M1
36,CRS-COM-006,Compliance,2018-05-26,2018-05-31,Completed,1.4,true,BR,Distribution Centers,IC1
45,CRS-SAF-023,Safety,2018-05-10,2018-06-27,Completed,4.9,true,BR,Planning,IC4
46,CRS-FUN-034,Functional Skills,2018-05-27,,In Progress,13.8,false,BR,Procurement,IC1
59,CRS-TEC-024,Technology,2018-05-23,2018-06-26,Completed,34.3,false,BR,Strategy,IC1
61,CRS-CUS-010,Customer,2018-05-16,2018-07-05,Completed,3.5,false,BR,Sales,IC2
63,CRS-COM-033,Compliance,2018-05-03,2018-05-21,Completed,1.7,true,BR,Distribution Centers,IC1
64,CRS-SAF-029,Safety,2018-05-14,2018-06-25,Completed,2.4,true,BR,Sales,IC1
69,CRS-COM-034,Compliance,2018-05-03,2018-07-10,Completed,2.7,true,BR,Logistics,IC2
70,CRS-FUN-007,Functional Skills,2018-05-17,,In Progress,19.0,false,BR,Customer Operations,M2
72,CRS-TEC-022,Technology,2018-05-24,2018-06-08,Completed,16.3,false,BR,Risk,IC1
73,CRS-TEC-024,Technology,2018-05-12,,In Progress,26.7,false,BR,Risk,IC2
74,CRS-COM-003,Compliance,2018-05-03,2018-05-23,Completed,2.1,true,BR,Sales,IC1
74,CRS-COM-013,Compliance,2018-05-01,2018-05-21,Completed,2.9,true,BR,Sales,IC1
81,CRS-FUN-018,Functional Skills,2018-05-18,,In Progress,6.2,false,BR,Procurement,M1
81,CRS-TEC-005,Technology,2018-05-20,2018-07-26,Completed,23.8,false,BR,Procurement,M1
82,CRS-TEC-009,Technology,2018-05-17,2018-06-27,Completed,37.5,false,BR,Procurement,IC4
83,CRS-SAF-026,Safety,2018-05-16,2018-05-23,Completed,4.4,true,BR,Planning,IC1
86,CRS-COM-016,Compliance,2018-05-25,2018-06-19,Completed,4.0,true,BR,Engineering,IC4
90,CRS-COM-031,Compliance,2018-05-06,2018-05-10,Completed,3.7,true,BR,Customer Experience,IC2
90,CRS-FUN-034,Functional Skills,2018-05-25,,In Progress,4.9,false,BR,Customer Experience,IC2
91,CRS-CUS-039,Customer,2018-05-19,,In Progress,5.2,false,BR,Store Operations,IC1
98,CRS-CUS-032,Customer,2018-05-09,,In Progress,8.8,false,BR,Regional Operations,M1
105,CRS-FUN-025,Functional Skills,2018-05-24,2018-06-03,Completed,2.6,false,BR,Finance,IC1
113,CRS-FUN-016,Functional Skills,2018-05-15,2018-05-22,Completed,15.7,false,BR,People,IC2
113,CRS-TEC-032,Technology,2018-05-27,,In Progress,49.9,false,BR,People,IC2
115,CRS-SAF-017,Safety,2018-05-20,2018-07-27,Completed,5.9,true,BR,Regional Operations,IC2
116,CRS-TEC-005,Technology,2018-05-04,,In Progress,30.7,false,BR,Product,IC2
132,CRS-COM-011,Compliance,2018-05-22,2018-06-16,Completed,2.9,true,BR,Strategy,IC1
132,CRS-FUN-016,Functional Skills,2018-05-24,,In Progress,18.0,false,BR,Strategy,IC1
134,CRS-CUS-037,Customer,2018-05-08,,In Progress,10.6,false,BR,Customer Service,IC1
138,CRS-TEC-002,Technology,2018-05-14,2018-06-28,Completed,27.7,false,BR,Procurement,IC3
139,CRS-SAF-031,Safety,2018-05-18,2018-07-16,Completed,5.9,true,BR,Sales,IC2
139,CRS-COM-007,Compliance,2018-05-02,2018-06-30,Completed,2.5,true,BR,Sales,IC2
149,CRS-SAF-022,Safety,2018-05-12,2018-06-13,Completed,5.6,true,BR,Distribution Centers,IC1
158,CRS-SAF-024,Safety,2018-05-28,2018-07-24,Completed,5.9,true,BR,Procurement,IC1
160,CRS-FUN-021,Functional Skills,2018-05-12,2018-06-09,Completed,10.6,false,BR,Sales,IC2
171,CRS-COM-003,Compliance,2018-05-28,2018-07-30,Completed,1.3,true,BR,Customer Service,IC4
175,CRS-FUN-021,Functional Skills,2018-05-16,2018-07-05,Completed,16.8,false,BR,Procurement,IC2
177,CRS-FUN-022,Functional Skills,2018-05-05,2018-06-19,Completed,21.1,false,BR,UX,IC5
177,CRS-FUN-018,Functional Skills,2018-05-04,2018-05-09,Completed,2.5,false,BR,UX,IC5
179,CRS-FUN-022,Functional Skills,2018-05-19,2018-06-26,Completed,2.7,false,BR,Planning,IC1
186,CRS-COM-022,Compliance,2018-05-14,2018-07-08,Completed,1.9,true,BR,Sales,IC1
192,CRS-FUN-011,Functional Skills,2018-05-06,2018-06-04,Completed,15.5,false,BR,Product,IC5
193,CRS-COM-039,Compliance,2018-05-17,2018-06-03,Completed,1.4,true,BR,Strategy,M1
196,CRS-TEC-004,Technology,2018-05-20,,In Progress,46.9,false,BR,Legal,M3
197,CRS-FUN-014,Functional Skills,2018-05-09,2018-06-07,Completed,4.3,false,BR,Data,IC4
199,CRS-TEC-016,Technology,2018-05-16,,In Progress,46.7,false,BR,E-commerce,IC3
199,CRS-TEC-026,Technology,2018-05-09,,In Progress,53.3,false,BR,E-commerce,IC3
200,CRS-FUN-033,Functional Skills,2018-05-12,,In Progress,2.4,false,BR,Visual Merchandising,IC2
206,CRS-FUN-006,Functional Skills,2018-05-10,2018-06-13,Completed,22.8,false,BR,Logistics,IC1
210,CRS-COM-029,Compliance,2018-05-04,2018-06-14,Completed,2.0,true,BR,Engineering,IC4
214,CRS-COM-009,Compliance,2018-05-07,2018-06-01,Completed,2.5,true,BR,Engineering,IC1
223,CRS-CUS-006,Customer,2018-05-11,2018-05-27,Completed,4.2,false,BR,Visual Merchandising,IC2
223,CRS-COM-029,Compliance,2018-05-27,2018-07-10,Completed,1.9,true,BR,Visual Merchandising,IC2
224,CRS-COM-027,Compliance,2018-05-17,2018-07-13,Completed,1.5,true,BR,Visual Merchandising,IC2
224,CRS-COM-010,Compliance,2018-05-27,2018-06-12,Completed,2.2,true,BR,Visual Merchandising,IC2
243,CRS-FUN-023,Functional Skills,2018-05-15,2018-07-16,Completed,10.3,false,BR,Customer Service,IC3
246,CRS-COM-031,Compliance,2018-05-07,2018-06-23,Completed,1.1,true,BR,Planning,M2
251,CRS-SAF-003,Safety,2018-05-07,2018-06-16,Completed,4.4,true,BR,Regional Operations,IC2
269,CRS-SAF-020,Safety,2018-05-27,2018-07-10,Completed,4.0,true,BR,Store Operations,IC1
272,CRS-FUN-010,Functional Skills,2018-05-01,2018-05-04,Completed,23.7,false,BR,Visual Merchandising,IC1
273,CRS-COM-003,Compliance,2018-05-21,2018-06-05,Completed,3.8,true,BR,Visual Merchandising,IC3
282,CRS-CUS-027,Customer,2018-05-25,,In Progress,6.3,false,BR,Regional Operations,IC2
285,CRS-FUN-031,Functional Skills,2018-05-02,2018-06-15,Completed,2.4,false,BR,Digital Marketing,IC3
286,CRS-FUN-002,Functional Skills,2018-05-08,2018-05-25,Completed,10.9,false,BR,Procurement,IC4
290,CRS-COM-013,Compliance,2018-05-21,2018-07-27,Completed,2.0,true,BR,Sales,IC1
292,CRS-CUS-019,Customer,2018-05-23,,In Progress,11.1,false,BR,Sales,M2
295,CRS-SAF-017,Safety,2018-05-01,2018-05-24,Completed,2.4,true,BR,Procurement,M1
297,CRS-FUN-033,Functional Skills,2018-05-18,2018-06-14,Completed,23.0,false,BR,Procurement,IC4
297,CRS-SAF-011,Safety,2018-05-26,2018-07-25,Completed,2.0,true,BR,Procurement,IC4
302,CRS-SAF-028,Safety,2018-05-20,2018-06-19,Completed,5.5,true,BR,Procurement,IC2
305,CRS-COM-011,Compliance,2018-05-02,2018-06-24,Completed,1.3,true,BR,Planning,IC3
307,CRS-COM-033,Compliance,2018-05-03,2018-05-26,Completed,3.4,true,BR,Visual Merchandising,M2
308,CRS-COM-038,Compliance,2018-05-14,2018-06-05,Completed,1.2,true,BR,Legal,IC3
309,CRS-TEC-012,Technology,2018-05-04,2018-05-13,Completed,29.3,false,BR,People,M5
313,CRS-COM-006,Compliance,2018-05-14,,In Progress,2.7,true,BR,Procurement,IC2
315,CRS-SAF-030,Safety,2018-05-10,2018-05-25,Completed,2.2,true,CL,Logistics,IC1
318,CRS-COM-009,Compliance,2018-05-18,2018-07-23,Completed,1.4,true,BR,Procurement,IC2
321,CRS-FUN-029,Functional Skills,2018-05-10,,In Progress,12.8,false,BR,Marketing,M4
324,CRS-COM-037,Compliance,2018-05-04,2018-05-15,Completed,2.2,true,BR,Finance,IC2
324,CRS-FUN-025,Functional Skills,2018-05-08,2018-05-28,Completed,5.5,false,BR,Finance,IC2
326,CRS-COM-014,Compliance,2018-05-04,2018-05-12,Completed,2.8,true,BR,Sales,IC2
333,CRS-FUN-029,Functional Skills,2018-05-12,,In Progress,14.1,false,BR,Sales,IC2
341,CRS-MAN-012,Management,2018-05-05,2018-06-13,Completed,4.1,false,AR,Sales,M1
345,CRS-SAF-025,Safety,2018-05-09,2018-07-17,Completed,4.4,true,AR,Logistics,IC1
346,CRS-CUS-013,Customer,2018-05-06,2018-06-28,Completed,9.9,false,AR,Sales,IC1
346,CRS-SAF-012,Safety,2018-05-05,2018-05-09,Completed,5.5,true,AR,Sales,IC1
347,CRS-COM-020,Compliance,2018-05-11,2018-06-01,Completed,3.0,true,AR,Customer Service,IC1
347,CRS-CUS-014,Customer,2018-05-12,2018-06-02,Completed,2.8,false,AR,Customer Service,IC1
352,CRS-FUN-016,Functional Skills,2018-05-21,,In Progress,5.5,false,AR,Marketing,IC4
373,CRS-COM-036,Compliance,2018-05-08,2018-06-14,Completed,3.5,true,AR,Planning,IC2
375,CRS-SAF-024,Safety,2018-05-16,2018-05-26,Completed,2.2,true,AR,Store Operations,IC3
379,CRS-COM-008,Compliance,2018-05-06,2018-06-24,Completed,3.9,true,AR,Sales,IC3
380,CRS-SAF-028,Safety,2018-05-19,2018-06-19,Completed,5.4,true,AR,Store Operations,IC1
386,CRS-FUN-023,Functional Skills,2018-05-15,,In Progress,19.1,false,BR,Visual Merchandising,IC1
393,CRS-COM-025,Compliance,2018-05-20,2018-06-30,Completed,1.3,true,BR,Regional Operations,IC1
404,CRS-COM-014,Compliance,2018-05-20,,In Progress,4.0,true,BR,Product,IC4
404,CRS-TEC-031,Technology,2018-05-14,2018-06-21,Completed,12.3,false,BR,Product,IC4
405,CRS-FUN-016,Functional Skills,2018-05-15,2018-06-12,Completed,15.6,false,BR,Procurement,IC1
406,CRS-FUN-007,Functional Skills,2018-05-02,,In Progress,8.5,false,BR,Regional Operations,IC4
420,CRS-FUN-033,Functional Skills,2018-05-05,2018-05-14,Completed,23.0,false,BR,Digital Marketing,IC3
430,CRS-SAF-008,Safety,2018-05-17,2018-05-23,Completed,5.5,true,BR,Procurement,IC2
440,CRS-FUN-019,Functional Skills,2018-05-14,,In Progress,4.4,false,BR,Marketing,M2
448,CRS-CUS-001,Customer,2018-05-21,2018-05-28,Completed,10.7,false,BR,Customer Operations,IC3
452,CRS-SAF-027,Safety,2018-05-22,2018-07-19,Completed,5.1,true,AR,Planning,IC1
452,CRS-FUN-031,Functional Skills,2018-05-18,,In Progress,17.2,false,AR,Planning,IC1
458,CRS-COM-032,Compliance,2018-05-15,2018-06-30,Completed,2.5,true,BR,Store Operations,IC1
461,CRS-FUN-004,Functional Skills,2018-05-13,2018-06-20,Completed,22.3,false,BR,Customer Service,IC2
467,CRS-CUS-005,Customer,2018-05-20,2018-05-26,Completed,2.8,false,BR,Store Operations,M1
468,CRS-FUN-020,Functional Skills,2018-05-05,,In Progress,17.3,false,BR,Store Operations,IC1
468,CRS-CUS-006,Customer,2018-05-18,,In Progress,2.2,false,BR,Store Operations,IC1
473,CRS-FUN-037,Functional Skills,2018-05-25,,In Progress,7.9,false,BR,Sales,IC2
479,CRS-FUN-029,Functional Skills,2018-05-04,2018-05-15,Completed,8.9,false,BR,Visual Merchandising,IC2
484,CRS-SAF-024,Safety,2018-05-07,2018-05-24,Completed,3.7,true,BR,Visual Merchandising,IC1
484,CRS-CUS-016,Customer,2018-05-27,2018-08-02,Completed,6.9,false,BR,Visual Merchandising,IC1
486,CRS-CUS-024,Customer,2018-05-07,,In Progress,7.8,false,BR,Customer Service,IC1
488,CRS-COM-024,Compliance,2018-05-23,2018-06-24,Completed,1.2,true,BR,Sales,IC1
490,CRS-FUN-005,Functional Skills,2018-05-27,,In Progress,5.1,false,BR,Sales,IC1
