country,job_level,job_family,currency,band_min,band_mid,band_max,valid_from,valid_to
AR,M2,Strategy,ARS,960000.0,1200000.0,1440000.0,2016-01-01,
AR,M2,Marketplace Operations,ARS,960000.0,1200000.0,1440000.0,2016-01-01,
AR,M2,General Management,ARS,960000.0,1200000.0,1440000.0,2016-01-01,
AR,M3,Software Engineering,ARS,1585920.0,1982400.0,2378880.0,2016-01-01,
AR,M3,Data,ARS,1545600.0,1932000.0,2318400.0,2016-01-01,
AR,M3,Product Management,ARS,1505280.0,1881600.0,2257920.0,2016-01-01,
AR,M3,Design,ARS,1411200.0,1764000.0,2116800.0,2016-01-01,
AR,M3,Store Operations,ARS,1236480.0,1545600.0,1854720.0,2016-01-01,
AR,M3,Sales,ARS,1344000.0,1680000.0,2016000.0,2016-01-01,
AR,M3,Logistics,ARS,1344000.0,1680000.0,2016000.0,2016-01-01,
AR,M3,Warehouse,ARS,1209600.0,1512000.0,1814400.0,2016-01-01,
AR,M3,Customer Support,ARS,1182720.0,1478400.0,1774080.0,2016-01-01,
AR,M3,Marketing,ARS,1344000.0,1680000.0,2016000.0,2016-01-01,
AR,M3,Finance,ARS,1344000.0,1680000.0,2016000.0,2016-01-01,
AR,M3,People,ARS,1344000.0,1680000.0,2016000.0,2016-01-01,
AR,M3,Legal,ARS,1344000.0,1680000.0,2016000.0,2016-01-01,
AR,M3,Procurement,ARS,1344000.0,1680000.0,2016000.0,2016-01-01,
AR,M3,Risk & Compliance,ARS,1344000.0,1680000.0,2016000.0,2016-01-01,
AR,M3,Strategy,ARS,1344000.0,1680000.0,2016000.0,2016-01-01,
AR,M3,Marketplace Operations,ARS,1344000.0,1680000.0,2016000.0,2016-01-01,
AR,M3,General Management,ARS,1344000.0,1680000.0,2016000.0,2016-01-01,
AR,M4,Software Engineering,ARS,2190080.0,2737600.0,3285120.0,2016-01-01,
AR,M4,Data,ARS,2134400.0,2668000.0,3201600.0,2016-01-01,
AR,M4,Product Management,ARS,2078720.0,2598400.0,3118080.0,2016-01-01,
AR,M4,Design,ARS,1948800.0,2436000.0,2923200.0,2016-01-01,
AR,M4,Store Operations,ARS,1707520.0,2134400.0,2561280.0,2016-01-01,
AR,M4,Sales,ARS,1856000.0,2320000.0,2784000.0,2016-01-01,
AR,M4,Logistics,ARS,1856000.0,2320000.0,2784000.0,2016-01-01,
AR,M4,Warehouse,ARS,1670400.0,2088000.0,2505600.0,2016-01-01,
AR,M4,Customer Support,ARS,1633280.0,2041600.0,2449920.0,2016-01-01,
AR,M4,Marketing,ARS,1856000.0,2320000.0,2784000.0,2016-01-01,
AR,M4,Finance,ARS,1856000.0,2320000.0,2784000.0,2016-01-01,
AR,M4,People,ARS,1856000.0,2320000.0,2784000.0,2016-01-01,
AR,M4,Legal,ARS,1856000.0,2320000.0,2784000.0,2016-01-01,
AR,M4,Procurement,ARS,1856000.0,2320000.0,2784000.0,2016-01-01,
AR,M4,Risk & Compliance,ARS,1856000.0,2320000.0,2784000.0,2016-01-01,
AR,M4,Strategy,ARS,1856000.0,2320000.0,2784000.0,2016-01-01,
AR,M4,Marketplace Operations,ARS,1856000.0,2320000.0,2784000.0,2016-01-01,
AR,M4,General Management,ARS,1856000.0,2320000.0,2784000.0,2016-01-01,
AR,M5,Software Engineering,ARS,2832000.0,3540000.0,4248000.0,2016-01-01,
AR,M5,Data,ARS,2760000.0,3450000.0,4140000.0,2016-01-01,
AR,M5,Product Management,ARS,2688000.0,3360000.0,4032000.0,2016-01-01,
AR,M5,Design,ARS,2520000.0,3150000.0,3780000.0,2016-01-01,
AR,M5,Store Operations,ARS,2208000.0,2760000.0,3312000.0,2016-01-01,
AR,M5,Sales,ARS,2400000.0,3000000.0,3600000.0,2016-01-01,
AR,M5,Logistics,ARS,2400000.0,3000000.0,3600000.0,2016-01-01,
AR,M5,Warehouse,ARS,2160000.0,2700000.0,3240000.0,2016-01-01,
AR,M5,Customer Support,ARS,2112000.0,2640000.0,3168000.0,2016-01-01,
AR,M5,Marketing,ARS,2400000.0,3000000.0,3600000.0,2016-01-01,
AR,M5,Finance,ARS,2400000.0,3000000.0,3600000.0,2016-01-01,
AR,M5,People,ARS,2400000.0,3000000.0,3600000.0,2016-01-01,
AR,M5,Legal,ARS,2400000.0,3000000.0,3600000.0,2016-01-01,
AR,M5,Procurement,ARS,2400000.0,3000000.0,3600000.0,2016-01-01,
AR,M5,Risk & Compliance,ARS,2400000.0,3000000.0,3600000.0,2016-01-01,
AR,M5,Strategy,ARS,2400000.0,3000000.0,3600000.0,2016-01-01,
AR,M5,Marketplace Operations,ARS,2400000.0,3000000.0,3600000.0,2016-01-01,
AR,M5,General Management,ARS,2400000.0,3000000.0,3600000.0,2016-01-01,
AR,D1,Software Engineering,ARS,3587200.0,4484000.0,5380800.0,2016-01-01,
AR,D1,Data,ARS,3496000.0,4370000.0,5244000.0,2016-01-01,
AR,D1,Product Management,ARS,3404800.0,4256000.0,5107200.0,2016-01-01,
AR,D1,Design,ARS,3192000.0,3990000.0,4788000.0,2016-01-01,
AR,D1,Store Operations,ARS,2796800.0,3496000.0,4195200.0,2016-01-01,
AR,D1,Sales,ARS,3040000.0,3800000.0,4560000.0,2016-01-01,
AR,D1,Logistics,ARS,3040000.0,3800000.0,4560000.0,2016-01-01,
AR,D1,Warehouse,ARS,2736000.0,3420000.0,4104000.0,2016-01-01,
AR,D1,Customer Support,ARS,2675200.0,3344000.0,4012800.0,2016-01-01,
AR,D1,Marketing,ARS,3040000.0,3800000.0,4560000.0,2016-01-01,
AR,D1,Finance,ARS,3040000.0,3800000.0,4560000.0,2016-01-01,
AR,D1,People,ARS,3040000.0,3800000.0,4560000.0,2016-01-01,
AR,D1,Legal,ARS,3040000.0,3800000.0,4560000.0,2016-01-01,
AR,D1,Procurement,ARS,3040000.0,3800000.0,4560000.0,2016-01-01,
AR,D1,Risk & Compliance,ARS,3040000.0,3800000.0,4560000.0,2016-01-01,
AR,D1,Strategy,ARS,3040000.0,3800000.0,4560000.0,2016-01-01,
AR,D1,Marketplace Operations,ARS,3040000.0,3800000.0,4560000.0,2016-01-01,
AR,D1,General Management,ARS,3040000.0,3800000.0,4560000.0,2016-01-01,
AR,D2,Software Engineering,ARS,4908800.0,6136000.0,7363200.0,2016-01-01,
AR,D2,Data,ARS,4784000.0,5980000.0,7176000.0,2016-01-01,
AR,D2,Product Management,ARS,4659200.0,5824000.0,6988800.0,2016-01-01,
AR,D2,Design,ARS,4368000.0,5460000.0,6552000.0,2016-01-01,
AR,D2,Store Operations,ARS,3827200.0,4784000.0,5740800.0,2016-01-01,
AR,D2,Sales,ARS,4160000.0,5200000.0,6240000.0,2016-01-01,
AR,D2,Logistics,ARS,4160000.0,5200000.0,6240000.0,2016-01-01,
AR,D2,Warehouse,ARS,3744000.0,4680000.0,5616000.0,2016-01-01,
AR,D2,Customer Support,ARS,3660800.0,4576000.0,5491200.0,2016-01-01,
AR,D2,Marketing,ARS,4160000.0,5200000.0,6240000.0,2016-01-01,
AR,D2,Finance,ARS,4160000.0,5200000.0,6240000.0,2016-01-01,
AR,D2,People,ARS,4160000.0,5200000.0,6240000.0,2016-01-01,
AR,D2,Legal,ARS,4160000.0,5200000.0,6240000.0,2016-01-01,
AR,D2,Procurement,ARS,4160000.0,5200000.0,6240000.0,2016-01-01,
AR,D2,Risk & Compliance,ARS,4160000.0,5200000.0,6240000.0,2016-01-01,
AR,D2,Strategy,ARS,4160000.0,5200000.0,6240000.0,2016-01-01,
AR,D2,Marketplace Operations,ARS,4160000.0,5200000.0,6240000.0,2016-01-01,
AR,D2,General Management,ARS,4160000.0,5200000.0,6240000.0,2016-01-01,
AR,D3,Software Engineering,ARS,7174400.0,8968000.0,10761600.0,2016-01-01,
AR,D3,Data,ARS,6992000.0,8740000.0,10488000.0,2016-01-01,
AR,D3,Product Management,ARS,6809600.0,8512000.0,10214400.0,2016-01-01,
AR,D3,Design,ARS,6384000.0,7980000.0,9576000.0,2016-01-01,
AR,D3,Store Operations,ARS,5593600.0,6992000.0,8390400.0,2016-01-01,
AR,D3,Sales,ARS,6080000.0,7600000.0,9120000.0,2016-01-01,
AR,D3,Logistics,ARS,6080000.0,7600000.0,9120000.0,2016-01-01,
AR,D3,Warehouse,ARS,5472000.0,6840000.0,8208000.0,2016-01-01,
AR,D3,Customer Support,ARS,5350400.0,6688000.0,8025600.0,2016-01-01,
AR,D3,Marketing,ARS,6080000.0,7600000.0,9120000.0,2016-01-01,
AR,D3,Finance,ARS,6080000.0,7600000.0,9120000.0,2016-01-01,
AR,D3,People,ARS,6080000.0,7600000.0,9120000.0,2016-01-01,
AR,D3,Legal,ARS,6080000.0,7600000.0,9120000.0,2016-01-01,
AR,D3,Procurement,ARS,6080000.0,7600000.0,9120000.0,2016-01-01,
AR,D3,Risk & Compliance,ARS,6080000.0,7600000.0,9120000.0,2016-01-01,
AR,D3,Strategy,ARS,6080000.0,7600000.0,9120000.0,2016-01-01,
AR,D3,Marketplace Operations,ARS,6080000.0,7600000.0,9120000.0,2016-01-01,
AR,D3,General Management,ARS,6080000.0,7600000.0,9120000.0,2016-01-01,
CL,IC1,Software Engineering,CLP,660800.0,826000.0,991200.0,2016-01-01,
CL,IC1,Data,CLP,644000.0,805000.0,966000.0,2016-01-01,
CL,IC1,Product Management,CLP,627200.0,784000.0,940800.0,2016-01-01,
CL,IC1,Design,CLP,588000.0,735000.0,882000.0,2016-01-01,
CL,IC1,Store Operations,CLP,515200.0,644000.0,772800.0,2016-01-01,
CL,IC1,Sales,CLP,560000.0,700000.0,840000.0,2016-01-01,
CL,IC1,Logistics,CLP,560000.0,700000.0,840000.0,2016-01-01,
CL,IC1,Warehouse,CLP,504000.0,630000.0,756000.0,2016-01-01,
CL,IC1,Customer Support,CLP,492800.0,616000.0,739200.0,2016-01-01,
CL,IC1,Marketing,CLP,560000.0,700000.0,840000.0,2016-01-01,
CL,IC1,Finance,CLP,560000.0,700000.0,840000.0,2016-01-01,
CL,IC1,People,CLP,560000.0,700000.0,840000.0,2016-01-01,
CL,IC1,Legal,CLP,560000.0,700000.0,840000.0,2016-01-01,
CL,IC1,Procurement,CLP,560000.0,700000.0,840000.0,2016-01-01,
CL,IC1,Risk & Compliance,CLP,560000.0,700000.0,840000.0,2016-01-01,
CL,IC1,Strategy,CLP,560000.0,700000.0,840000.0,2016-01-01,
CL,IC1,Marketplace Operations,CLP,560000.0,700000.0,840000.0,2016-01-01,
CL,IC1,General Management,CLP,560000.0,700000.0,840000.0,2016-01-01,
CL,IC2,Software Engineering,CLP,892080.0,1115100.0,1338120.0,2016-01-01,
CL,IC2,Data,CLP,869400.0,1086750.0,1304100.0,2016-01-01,
CL,IC2,Product Management,CLP,846720.0,1058400.0,1270080.0,2016-01-01,
CL,IC2,Design,CLP,793800.0,992250.0,1190700.0,2016-01-01,
CL,IC2,Store Operations,CLP,695520.0,869400.0,1043280.0,2016-01-01,
CL,IC2,Sales,CLP,756000.0,945000.0,1134000.0,2016-01-01,
CL,IC2,Logistics,CLP,756000.0,945000.0,1134000.0,2016-01-01,
CL,IC2,Warehouse,CLP,680400.0,850500.0,1020600.0,2016-01-01,
CL,IC2,Customer Support,CLP,665280.0,831600.0,997920.0,2016-01-01,
CL,IC2,Marketing,CLP,756000.0,945000.0,1134000.0,2016-01-01,
CL,IC2,Finance,CLP,756000.0,945000.0,1134000.0,2016-01-01,
CL,IC2,People,CLP,756000.0,945000.0,1134000.0,2016-01-01,
CL,IC2,Legal,CLP,756000.0,945000.0,1134000.0,2016-01-01,
CL,IC2,Procurement,CLP,756000.0,945000.0,1134000.0,2016-01-01,
CL,IC2,Risk & Compliance,CLP,756000.0,945000.0,1134000.0,2016-01-01,
CL,IC2,Strategy,CLP,756000.0,945000.0,1134000.0,2016-01-01,
CL,IC2,Marketplace Operations,CLP,756000.0,945000.0,1134000.0,2016-01-01,
CL,IC2,General Management,CLP,756000.0,945000.0,1134000.0,2016-01-01,
CL,IC3,Software Engineering,CLP,1222480.0,1528100.0,1833720.0,2016-01-01,
CL,IC3,Data,CLP,1191400.0,1489250.0,1787100.0,2016-01-01,
CL,IC3,Product Management,CLP,1160320.0,1450400.0,1740480.0,2016-01-01,
CL,IC3,Design,CLP,1087800.0,1359750.0,1631700.0,2016-01-01,
CL,IC3,Store Operations,CLP,953120.0,1191400.0,1429680.0,2016-01-01,
CL,IC3,Sales,CLP,1036000.0,1295000.0,1554000.0,2016-01-01,
CL,IC3,Logistics,CLP,1036000.0,1295000.0,1554000.0,2016-01-01,
CL,IC3,Warehouse,CLP,932400.0,1165500.0,1398600.0,2016-01-01,
CL,IC3,Customer Support,CLP,911680.0,1139600.0,1367520.0,2016-01-01,
CL,IC3,Marketing,CLP,1036000.0,1295000.0,1554000.0,2016-01-01,
CL,IC3,Finance,CLP,1036000.0,1295000.0,1554000.0,2016-01-01,
CL,IC3,People,CLP,1036000.0,1295000.0,1554000.0,2016-01-01,
CL,IC3,Legal,CLP,1036000.0,1295000.0,1554000.0,2016-01-01,
CL,IC3,Procurement,CLP,1036000.0,1295000.0,1554000.0,2016-01-01,
CL,IC3,Risk & Compliance,CLP,1036000.0,1295000.0,1554000.0,2016-01-01,
CL,IC3,Strategy,CLP,1036000.0,1295000.0,1554000.0,2016-01-01,
CL,IC3,Marketplace Operations,CLP,1036000.0,1295000.0,1554000.0,2016-01-01,
CL,IC3,General Management,CLP,1036000.0,1295000.0,1554000.0,2016-01-01,
CL,IC4,Software Engineering,CLP,1685040.0,2106300.0,2527560.0,2016-01-01,
CL,IC4,Data,CLP,1642200.0,2052750.0,2463300.0,2016-01-01,
CL,IC4,Product Management,CLP,1599360.0,1999200.0,2399040.0,2016-01-01,
CL,IC4,Design,CLP,1499400.0,1874250.0,2249100.0,2016-01-01,
CL,IC4,Store Operations,CLP,1313760.0,1642200.0,1970640.0,2016-01-01,
CL,IC4,Sales,CLP,1428000.0,1785000.0,2142000.0,2016-01-01,
CL,IC4,Logistics,CLP,1428000.0,1785000.0,2142000.0,2016-01-01,
CL,IC4,Warehouse,CLP,1285200.0,1606500.0,1927800.0,2016-01-01,
CL,IC4,Customer Support,CLP,1256640.0,1570800.0,1884960.0,2016-01-01,
CL,IC4,Marketing,CLP,1428000.0,1785000.0,2142000.0,2016-01-01,
CL,IC4,Finance,CLP,1428000.0,1785000.0,2142000.0,2016-01-01,
CL,IC4,People,CLP,1428000.0,1785000.0,2142000.0,2016-01-01,
CL,IC4,Legal,CLP,1428000.0,1785000.0,2142000.0,2016-01-01,
CL,IC4,Procurement,CLP,1428000.0,1785000.0,2142000.0,2016-01-01,
CL,IC4,Risk & Compliance,CLP,1428000.0,1785000.0,2142000.0,2016-01-01,
CL,IC4,Strategy,CLP,1428000.0,1785000.0,2142000.0,2016-01-01,
CL,IC4,Marketplace Operations,CLP,1428000.0,1785000.0,2142000.0,2016-01-01,
CL,IC4,General Management,CLP,1428000.0,1785000.0,2142000.0,2016-01-01,
CL,IC5,Software Engineering,CLP,2246720.0,2808400.0,3370080.0,2016-01-01,
CL,IC5,Data,CLP,2189600.0,2737000.0,3284400.0,2016-01-01,
CL,IC5,Product Management,CLP,2132480.0,2665600.0,3198720.0,2016-01-01,
CL,IC5,Design,CLP,1999200.0,2499000.0,2998800.0,2016-01-01,
CL,IC5,Store Operations,CLP,1751680.0,2189600.0,2627520.0,2016-01-01,
CL,IC5,Sales,CLP,1904000.0,2380000.0,2856000.0,2016-01-01,
CL,IC5,Logistics,CLP,1904000.0,2380000.0,2856000.0,2016-01-01,
CL,IC5,Warehouse,CLP,1713600.0,2142000.0,2570400.0,2016-01-01,
CL,IC5,Customer Support,CLP,1675520.0,2094400.0,2513280.0,2016-01-01,
CL,IC5,Marketing,CLP,1904000.0,2380000.0,2856000.0,2016-01-01,
CL,IC5,Finance,CLP,1904000.0,2380000.0,2856000.0,2016-01-01,
CL,IC5,People,CLP,1904000.0,2380000.0,2856000.0,2016-01-01,
CL,IC5,Legal,CLP,1904000.0,2380000.0,2856000.0,2016-01-01,
CL,IC5,Procurement,CLP,1904000.0,2380000.0,2856000.0,2016-01-01,
CL,IC5,Risk & Compliance,CLP,1904000.0,2380000.0,2856000.0,2016-01-01,
CL,IC5,Strategy,CLP,1904000.0,2380000.0,2856000.0,2016-01-01,
CL,IC5,Marketplace Operations,CLP,1904000.0,2380000.0,2856000.0,2016-01-01,
CL,IC5,General Management,CLP,1904000.0,2380000.0,2856000.0,2016-01-01,
CL,M1,Software Engineering,CLP,1453760.0,1817200.0,2180640.0,2016-01-01,
CL,M1,Data,CLP,1416800.0,1771000.0,2125200.0,2016-01-01,
CL,M1,Product Management,CLP,1379840.0,1724800.0,2069760.0,2016-01-01,
CL,M1,Design,CLP,1293600.0,1617000.0,1940400.0,2016-01-01,
CL,M1,Store Operations,CLP,1133440.0,1416800.0,1700160.0,2016-01-01,
CL,M1,Sales,CLP,1232000.0,1540000.0,1848000.0,2016-01-01,
CL,M1,Logistics,CLP,1232000.0,1540000.0,1848000.0,2016-01-01,
CL,M1,Warehouse,CLP,1108800.0,1386000.0,1663200.0,2016-01-01,
CL,M1,Customer Support,CLP,1084160.0,1355200.0,1626240.0,2016-01-01,
CL,M1,Marketing,CLP,1232000.0,1540000.0,1848000.0,2016-01-01,
CL,M1,Finance,CLP,1232000.0,1540000.0,1848000.0,2016-01-01,
CL,M1,People,CLP,1232000.0,1540000.0,1848000.0,2016-01-01,
CL,M1,Legal,CLP,1232000.0,1540000.0,1848000.0,2016-01-01,
CL,M1,Procurement,CLP,1232000.0,1540000.0,1848000.0,2016-01-01,
CL,M1,Risk & Compliance,CLP,1232000.0,1540000.0,1848000.0,2016-01-01,
CL,M1,Strategy,CLP,1232000.0,1540000.0,1848000.0,2016-01-01,
CL,M1,Marketplace Operations,CLP,1232000.0,1540000.0,1848000.0,2016-01-01,
CL,M1,General Management,CLP,1232000.0,1540000.0,1848000.0,2016-01-01,
CL,M2,Software Engineering,CLP,1982400.0,2478000.0,2973600.0,2016-01-01,
CL,M2,Data,CLP,1932000.0,2415000.0,2898000.0,2016-01-01,
CL,M2,Product Management,CLP,1881600.0,2352000.0,2822400.0,2016-01-01,
CL,M2,Design,CLP,1764000.0,2205000.0,2646000.0,2016-01-01,
CL,M2,Store Operations,CLP,1545600.0,1932000.0,2318400.0,2016-01-01,
CL,M2,Sales,CLP,1680000.0,2100000.0,2520000.0,2016-01-01,
CL,M2,Logistics,CLP,1680000.0,2100000.0,2520000.0,2016-01-01,
CL,M2,Warehouse,CLP,1512000.0,1890000.0,2268000.0,2016-01-01,
CL,M2,Customer Support,CLP,1478400.0,1848000.0,2217600.0,2016-01-01,
CL,M2,Marketing,CLP,1680000.0,2100000.0,2520000.0,2016-01-01,
CL,M2,Finance,CLP,1680000.0,2100000.0,2520000.0,2016-01-01,
CL,M2,People,CLP,1680000.0,2100000.0,2520000.0,2016-01-01,
CL,M2,Legal,CLP,1680000.0,2100000.0,2520000.0,2016-01-01,
CL,M2,Procurement,CLP,1680000.0,2100000.0,2520000.0,2016-01-01,
CL,M2,Risk & Compliance,CLP,1680000.0,2100000.0,2520000.0,2016-01-01,
CL,M2,Strategy,CLP,1680000.0,2100000.0,2520000.0,2016-01-01,
CL,M2,Marketplace Operations,CLP,1680000.0,2100000.0,2520000.0,2016-01-01,
CL,M2,General Management,CLP,1680000.0,2100000.0,2520000.0,2016-01-01,
CL,M3,Software Engineering,CLP,2775360.0,3469200.0,4163040.0,2016-01-01,
CL,M3,Data,CLP,2704800.0,3381000.0,4057200.0,2016-01-01,
CL,M3,Product Management,CLP,2634240.0,3292800.0,3951360.0,2016-01-01,
CL,M3,Design,CLP,2469600.0,3087000.0,3704400.0,2016-01-01,
CL,M3,Store Operations,CLP,2163840.0,2704800.0,3245760.0,2016-01-01,
CL,M3,Sales,CLP,2352000.0,2940000.0,3528000.0,2016-01-01,
CL,M3,Logistics,CLP,2352000.0,2940000.0,3528000.0,2016-01-01,
CL,M3,Warehouse,CLP,2116800.0,2646000.0,3175200.0,2016-01-01,
CL,M3,Customer Support,CLP,2069760.0,2587200.0,3104640.0,2016-01-01,
CL,M3,Marketing,CLP,2352000.0,2940000.0,3528000.0,2016-01-01,
CL,M3,Finance,CLP,2352000.0,2940000.0,3528000.0,2016-01-01,
CL,M3,People,CLP,2352000.0,2940000.0,3528000.0,2016-01-01,
CL,M3,Legal,CLP,2352000.0,2940000.0,3528000.0,2016-01-01,
CL,M3,Procurement,CLP,2352000.0,2940000.0,3528000.0,2016-01-01,
CL,M3,Risk & Compliance,CLP,2352000.0,2940000.0,3528000.0,2016-01-01,
CL,M3,Strategy,CLP,2352000.0,2940000.0,3528000.0,2016-01-01,
CL,M3,Marketplace Operations,CLP,2352000.0,2940000.0,3528000.0,2016-01-01,
CL,M3,General Management,CLP,2352000.0,2940000.0,3528000.0,2016-01-01,
CL,M4,Software Engineering,CLP,3832640.0,4790800.0,5748960.0,2016-01-01,
CL,M4,Data,CLP,3735200.0,4669000.0,5602800.0,2016-01-01,
CL,M4,Product Management,CLP,3637760.0,4547200.0,5456640.0,2016-01-01,
CL,M4,Design,CLP,3410400.0,4263000.0,5115600.0,2016-01-01,
CL,M4,Store Operations,CLP,2988160.0,3735200.0,4482240.0,2016-01-01,
CL,M4,Sales,CLP,3248000.0,4060000.0,4872000.0,2016-01-01,
CL,M4,Logistics,CLP,3248000.0,4060000.0,4872000.0,2016-01-01,
CL,M4,Warehouse,CLP,2923200.0,3654000.0,4384800.0,2016-01-01,
CL,M4,Customer Support,CLP,2858240.0,3572800.0,4287360.0,2016-01-01,
CL,M4,Marketing,CLP,3248000.0,4060000.0,4872000.0,2016-01-01,
CL,M4,Finance,CLP,3248000.0,4060000.0,4872000.0,2016-01-01,
CL,M4,People,CLP,3248000.0,4060000.0,4872000.0,2016-01-01,
CL,M4,Legal,CLP,3248000.0,4060000.0,4872000.0,2016-01-01,
CL,M4,Procurement,CLP,3248000.0,4060000.0,4872000.0,2016-01-01,
CL,M4,Risk & Compliance,CLP,3248000.0,4060000.0,4872000.0,2016-01-01,
CL,M4,Strategy,CLP,3248000.0,4060000.0,4872000.0,2016-01-01,
CL,M4,Marketplace Operations,CLP,3248000.0,4060000.0,4872000.0,2016-01-01,
CL,M4,General Management,CLP,3248000.0,4060000.0,4872000.0,2016-01-01,
CL,M5,Software Engineering,CLP,4956000.0,6195000.0,7434000.0,2016-01-01,
CL,M5,Data,CLP,4830000.0,6037500.0,7245000.0,2016-01-01,
CL,M5,Product Management,CLP,4704000.0,5880000.0,7056000.0,2016-01-01,
CL,M5,Design,CLP,4410000.0,5512500.0,6615000.0,2016-01-01,
CL,M5,Store Operations,CLP,3864000.0,4830000.0,5796000.0,2016-01-01,
CL,M5,Sales,CLP,4200000.0,5250000.0,6300000.0,2016-01-01,
CL,M5,Logistics,CLP,4200000.0,5250000.0,6300000.0,2016-01-01,
CL,M5,Warehouse,CLP,3780000.0,4725000.0,5670000.0,2016-01-01,
CL,M5,Customer Support,CLP,3696000.0,4620000.0,5544000.0,2016-01-01,
CL,M5,Marketing,CLP,4200000.0,5250000.0,6300000.0,2016-01-01,
CL,M5,Finance,CLP,4200000.0,5250000.0,6300000.0,2016-01-01,
CL,M5,People,CLP,4200000.0,5250000.0,6300000.0,2016-01-01,
CL,M5,Legal,CLP,4200000.0,5250000.0,6300000.0,2016-01-01,
CL,M5,Procurement,CLP,4200000.0,5250000.0,6300000.0,2016-01-01,
CL,M5,Risk & Compliance,CLP,4200000.0,5250000.0,6300000.0,2016-01-01,
CL,M5,Strategy,CLP,4200000.0,5250000.0,6300000.0,2016-01-01,
CL,M5,Marketplace Operations,CLP,4200000.0,5250000.0,6300000.0,2016-01-01,
CL,M5,General Management,CLP,4200000.0,5250000.0,6300000.0,2016-01-01,
CL,D1,Software Engineering,CLP,6277600.0,7847000.0,9416400.0,2016-01-01,
CL,D1,Data,CLP,6118000.0,7647500.0,9177000.0,2016-01-01,
CL,D1,Product Management,CLP,5958400.0,7448000.0,8937600.0,2016-01-01,
CL,D1,Design,CLP,5586000.0,6982500.0,8379000.0,2016-01-01,
CL,D1,Store Operations,CLP,4894400.0,6118000.0,7341600.0,2016-01-01,
CL,D1,Sales,CLP,5320000.0,6650000.0,7980000.0,2016-01-01,
CL,D1,Logistics,CLP,5320000.0,6650000.0,7980000.0,2016-01-01,
CL,D1,Warehouse,CLP,4788000.0,5985000.0,7182000.0,2016-01-01,
CL,D1,Customer Support,CLP,4681600.0,5852000.0,7022400.0,2016-01-01,
CL,D1,Marketing,CLP,5320000.0,6650000.0,7980000.0,2016-01-01,
CL,D1,Finance,CLP,5320000.0,6650000.0,7980000.0,2016-01-01,
CL,D1,People,CLP,5320000.0,6650000.0,7980000.0,2016-01-01,
CL,D1,Legal,CLP,5320000.0,6650000.0,7980000.0,2016-01-01,
CL,D1,Procurement,CLP,5320000.0,6650000.0,7980000.0,2016-01-01,
CL,D1,Risk & Compliance,CLP,5320000.0,6650000.0,7980000.0,2016-01-01,
CL,D1,Strategy,CLP,5320000.0,6650000.0,7980000.0,2016-01-01,
CL,D1,Marketplace Operations,CLP,5320000.0,6650000.0,7980000.0,2016-01-01,
CL,D1,General Management,CLP,5320000.0,6650000.0,7980000.0,2016-01-01,
CL,D2,Software Engineering,CLP,8590400.0,10738000.0,12885600.0,2016-01-01,
CL,D2,Data,CLP,8372000.0,10465000.0,12558000.0,2016-01-01,
CL,D2,Product Management,CLP,8153600.0,10192000.0,12230400.0,2016-01-01,
CL,D2,Design,CLP,7644000.0,9555000.0,11466000.0,2016-01-01,
CL,D2,Store Operations,CLP,6697600.0,8372000.0,10046400.0,2016-01-01,
CL,D2,Sales,CLP,7280000.0,9100000.0,10920000.0,2016-01-01,
CL,D2,Logistics,CLP,7280000.0,9100000.0,10920000.0,2016-01-01,
CL,D2,Warehouse,CLP,6552000.0,8190000.0,9828000.0,2016-01-01,
CL,D2,Customer Support,CLP,6406400.0,8008000.0,9609600.0,2016-01-01,
CL,D2,Marketing,CLP,7280000.0,9100000.0,10920000.0,2016-01-01,
CL,D2,Finance,CLP,7280000.0,9100000.0,10920000.0,2016-01-01,
CL,D2,People,CLP,7280000.0,9100000.0,10920000.0,2016-01-01,
CL,D2,Legal,CLP,7280000.0,9100000.0,10920000.0,2016-01-01,
CL,D2,Procurement,CLP,7280000.0,9100000.0,10920000.0,2016-01-01,
CL,D2,Risk & Compliance,CLP,7280000.0,9100000.0,10920000.0,2016-01-01,
CL,D2,Strategy,CLP,7280000.0,9100000.0,10920000.0,2016-01-01,
CL,D2,Marketplace Operations,CLP,7280000.0,9100000.0,10920000.0,2016-01-01,
CL,D2,General Management,CLP,7280000.0,9100000.0,10920000.0,2016-01-01,
CL,D3,Software Engineering,CLP,12555200.0,15694000.0,18832800.0,2016-01-01,
CL,D3,Data,CLP,12236000.0,15295000.0,18354000.0,2016-01-01,
CL,D3,Product Management,CLP,11916800.0,14896000.0,17875200.0,2016-01-01,
CL,D3,Design,CLP,11172000.0,13965000.0,16758000.0,2016-01-01,
CL,D3,Store Operations,CLP,9788800.0,12236000.0,14683200.0,2016-01-01,
CL,D3,Sales,CLP,10640000.0,13300000.0,15960000.0,2016-01-01,
CL,D3,Logistics,CLP,10640000.0,13300000.0,15960000.0,2016-01-01,
CL,D3,Warehouse,CLP,9576000.0,11970000.0,14364000.0,2016-01-01,
CL,D3,Customer Support,CLP,9363200.0,11704000.0,14044800.0,2016-01-01,
CL,D3,Marketing,CLP,10640000.0,13300000.0,15960000.0,2016-01-01,
CL,D3,Finance,CLP,10640000.0,13300000.0,15960000.0,2016-01-01,
CL,D3,People,CLP,10640000.0,13300000.0,15960000.0,2016-01-01,
