org_key,country,business_unit,department,sub_department,segment,cost_center,hc_weight,valid_from,valid_to,is_current
251,CO,Corporate,Marketing,Performance,corporate,CC-CO-COR-04,0.0010098743267504488,2016-01-01,,true
252,CO,Corporate,Marketing,CRM,corporate,CC-CO-COR-04,0.0010098743267504488,2016-01-01,,true
253,CO,Corporate,Marketing,Content,corporate,CC-CO-COR-04,0.0010098743267504488,2016-01-01,,true
254,CO,Corporate,Strategy,Corporate Strategy,corporate,CC-CO-COR-05,0.0013464991023339316,2016-01-01,,true
255,CO,Corporate,Strategy,M&A,corporate,CC-CO-COR-05,0.0013464991023339316,2016-01-01,,true
256,CO,Corporate,Strategy,PMO,corporate,CC-CO-COR-05,0.0013464991023339316,2016-01-01,,true
257,CO,Corporate,Procurement,Indirect Procurement,corporate,CC-CO-COR-06,0.0020197486535008975,2016-01-01,,true
258,CO,Corporate,Procurement,Contracts,corporate,CC-CO-COR-06,0.0020197486535008975,2016-01-01,,true
259,CO,Corporate,Risk,Internal Audit,corporate,CC-CO-COR-07,0.0013464991023339316,2016-01-01,,true
260,CO,Corporate,Risk,Risk Management,corporate,CC-CO-COR-07,0.0013464991023339316,2016-01-01,,true
261,CO,Corporate,Risk,Fraud,corporate,CC-CO-COR-07,0.0013464991023339316,2016-01-01,,true
262,CO,Corporate,Data & Analytics,Business Intelligence,corporate,CC-CO-COR-08,0.0020197486535008975,2016-01-01,,true
263,CO,Corporate,Data & Analytics,Data Governance,corporate,CC-CO-COR-08,0.0020197486535008975,2016-01-01,,true
264,CO,Digital,Engineering,Platform,digital,CC-CO-DIG-01,0.00041891083183722317,2016-01-01,,true
265,CO,Digital,Engineering,Backend,digital,CC-CO-DIG-01,0.00041891083183722317,2016-01-01,,true
266,CO,Digital,Engineering,Frontend,digital,CC-CO-DIG-01,0.00041891083183722317,2016-01-01,,true
267,CO,Digital,Engineering,Mobile,digital,CC-CO-DIG-01,0.00041891083183722317,2016-01-01,,true
268,CO,Digital,Engineering,SRE,digital,CC-CO-DIG-01,0.00041891083183722317,2016-01-01,,true
269,CO,Digital,Product,Product Management,digital,CC-CO-DIG-02,0.001047277079593058,2016-01-01,,true
270,CO,Digital,Product,Product Ops,digital,CC-CO-DIG-02,0.001047277079593058,2016-01-01,,true
271,CO,Digital,Data,Data Engineering,digital,CC-CO-DIG-03,0.0006981847197287053,2016-01-01,,true
272,CO,Digital,Data,Data Science,digital,CC-CO-DIG-03,0.0006981847197287053,2016-01-01,,true
273,CO,Digital,Data,Analytics Engineering,digital,CC-CO-DIG-03,0.0006981847197287053,2016-01-01,,true
274,CO,Digital,UX,Product Design,digital,CC-CO-DIG-04,0.0006981847197287053,2016-01-01,,true
275,CO,Digital,UX,Research,digital,CC-CO-DIG-04,0.0006981847197287053,2016-01-01,,true
276,CO,Digital,UX,Design System,digital,CC-CO-DIG-04,0.0006981847197287053,2016-01-01,,true
277,CO,Digital,E-commerce,Storefront,digital,CC-CO-DIG-05,0.0006981847197287053,2016-01-01,,true
278,CO,Digital,E-commerce,Checkout,digital,CC-CO-DIG-05,0.0006981847197287053,2016-01-01,,true
279,CO,Digital,E-commerce,Catalog,digital,CC-CO-DIG-05,0.0006981847197287053,2016-01-01,,true
280,CO,Digital,Digital Marketing,SEO,digital,CC-CO-DIG-06,0.0006981847197287053,2016-01-01,,true
281,CO,Digital,Digital Marketing,Paid Media,digital,CC-CO-DIG-06,0.0006981847197287053,2016-01-01,,true
282,CO,Digital,Digital Marketing,Lifecycle,digital,CC-CO-DIG-06,0.0006981847197287053,2016-01-01,,true
283,CO,Retail,Store Operations,Store Management,retail_ops,CC-CO-RET-01,0.0353456014362657,2016-01-01,,true
284,CO,Retail,Store Operations,Cashier,retail_ops,CC-CO-RET-01,0.0353456014362657,2016-01-01,,true
285,CO,Retail,Store Operations,Stockroom,retail_ops,CC-CO-RET-01,0.0353456014362657,2016-01-01,,true
286,CO,Retail,Store Operations,Security,retail_ops,CC-CO-RET-01,0.0353456014362657,2016-01-01,,true
287,CO,Retail,Sales,Floor Sales,retail_ops,CC-CO-RET-02,0.0706912028725314,2016-01-01,,true
288,CO,Retail,Sales,Key Accounts,retail_ops,CC-CO-RET-02,0.0706912028725314,2016-01-01,,true
289,CO,Retail,Regional Operations,Region North,retail_ops,CC-CO-RET-03,0.0471274685816876,2016-01-01,,true
290,CO,Retail,Regional Operations,Region Southeast,retail_ops,CC-CO-RET-03,0.0471274685816876,2016-01-01,,true
291,CO,Retail,Regional Operations,Region South,retail_ops,CC-CO-RET-03,0.0471274685816876,2016-01-01,,true
292,CO,Retail,Visual Merchandising,Store Design,retail_ops,CC-CO-RET-04,0.0706912028725314,2016-01-01,,true
293,CO,Retail,Visual Merchandising,Merchandising,retail_ops,CC-CO-RET-04,0.0706912028725314,2016-01-01,,true
294,CO,Supply Chain,Logistics,Transportation,supply,CC-CO-SUP-01,0.016831238779174144,2016-01-01,,true
295,CO,Supply Chain,Logistics,Last Mile,supply,CC-CO-SUP-01,0.016831238779174144,2016-01-01,,true
296,CO,Supply Chain,Logistics,Reverse Logistics,supply,CC-CO-SUP-01,0.016831238779174144,2016-01-01,,true
297,CO,Supply Chain,Distribution Centers,Inbound,supply,CC-CO-SUP-02,0.016831238779174144,2016-01-01,,true
298,CO,Supply Chain,Distribution Centers,Outbound,supply,CC-CO-SUP-02,0.016831238779174144,2016-01-01,,true
299,CO,Supply Chain,Distribution Centers,Inventory,supply,CC-CO-SUP-02,0.016831238779174144,2016-01-01,,true
300,CO,Supply Chain,Procurement,Sourcing,supply,CC-CO-SUP-03,0.025246858168761214,2016-01-01,,true
301,CO,Supply Chain,Procurement,Supplier Management,supply,CC-CO-SUP-03,0.025246858168761214,2016-01-01,,true
302,CO,Supply Chain,Planning,Demand Planning,supply,CC-CO-SUP-04,0.025246858168761214,2016-01-01,,true
303,CO,Supply Chain,Planning,Supply Planning,supply,CC-CO-SUP-04,0.025246858168761214,2016-01-01,,true
304,CO,Customer,Customer Experience,CX Design,customer,CC-CO-CUS-01,0.029174147217235186,2016-01-01,,true
305,CO,Customer,Customer Experience,Voice of Customer,customer,CC-CO-CUS-01,0.029174147217235186,2016-01-01,,true
306,CO,Customer,Customer Service,Contact Center,customer,CC-CO-CUS-02,0.01944943147815679,2016-01-01,,true
307,CO,Customer,Customer Service,Chat,customer,CC-CO-CUS-02,0.01944943147815679,2016-01-01,,true
308,CO,Customer,Customer Service,Escalations,customer,CC-CO-CUS-02,0.01944943147815679,2016-01-01,,true
309,CO,Customer,Customer Operations,Order Support,customer,CC-CO-CUS-03,0.029174147217235186,2016-01-01,,true
310,CO,Customer,Customer Operations,Returns,customer,CC-CO-CUS-03,0.029174147217235186,2016-01-01,,true
311,CO,Marketplace,Marketplace Operations,Onboarding,digital,CC-CO-MKT-01,0.002094554159186116,2022-08-01,,true
312,CO,Marketplace,Marketplace Operations,Quality,digital,CC-CO-MKT-01,0.002094554159186116,2022-08-01,,true
313,CO,Marketplace,Seller Management,Seller Success,digital,CC-CO-MKT-02,0.002094554159186116,2022-08-01,,true
314,CO,Marketplace,Seller Management,Seller Growth,digital,CC-CO-MKT-02,0.002094554159186116,2022-08-01,,true
315,CO,Marketplace,Marketplace Technology,Integrations,digital,CC-CO-MKT-03,0.002094554159186116,2022-08-01,,true
316,CO,Marketplace,Marketplace Technology,Seller Platform,digital,CC-CO-MKT-03,0.002094554159186116,2022-08-01,,true
317,MX,Corporate,People,Talent Acquisition,corporate,CC-MX-COR-01,0.0012864493996569471,2016-01-01,,true
318,MX,Corporate,People,HR Business Partner,corporate,CC-MX-COR-01,0.0012864493996569471,2016-01-01,,true
319,MX,Corporate,People,Compensation & Benefits,corporate,CC-MX-COR-01,0.0012864493996569471,2016-01-01,,true
320,MX,Corporate,People,People Analytics,corporate,CC-MX-COR-01,0.0012864493996569471,2016-01-01,,true
321,MX,Corporate,People,Learning & Development,corporate,CC-MX-COR-01,0.0012864493996569471,2016-01-01,,true
322,MX,Corporate,Finance,Controlling,corporate,CC-MX-COR-02,0.0016080617495711838,2016-01-01,,true
323,MX,Corporate,Finance,Treasury,corporate,CC-MX-COR-02,0.0016080617495711838,2016-01-01,,true
324,MX,Corporate,Finance,Accounting,corporate,CC-MX-COR-02,0.0016080617495711838,2016-01-01,,true
325,MX,Corporate,Finance,FP&A,corporate,CC-MX-COR-02,0.0016080617495711838,2016-01-01,,true
326,MX,Corporate,Legal,Corporate Legal,corporate,CC-MX-COR-03,0.0021440823327615786,2016-01-01,,true
327,MX,Corporate,Legal,Compliance,corporate,CC-MX-COR-03,0.0021440823327615786,2016-01-01,,true
328,MX,Corporate,Legal,Labor Legal,corporate,CC-MX-COR-03,0.0021440823327615786,2016-01-01,,true
329,MX,Corporate,Marketing,Brand,corporate,CC-MX-COR-04,0.0016080617495711838,2016-01-01,,true
330,MX,Corporate,Marketing,Performance,corporate,CC-MX-COR-04,0.0016080617495711838,2016-01-01,,true
331,MX,Corporate,Marketing,CRM,corporate,CC-MX-COR-04,0.0016080617495711838,2016-01-01,,true
332,MX,Corporate,Marketing,Content,corporate,CC-MX-COR-04,0.0016080617495711838,2016-01-01,,true
333,MX,Corporate,Strategy,Corporate Strategy,corporate,CC-MX-COR-05,0.0021440823327615786,2016-01-01,,true
334,MX,Corporate,Strategy,M&A,corporate,CC-MX-COR-05,0.0021440823327615786,2016-01-01,,true
335,MX,Corporate,Strategy,PMO,corporate,CC-MX-COR-05,0.0021440823327615786,2016-01-01,,true
336,MX,Corporate,Procurement,Indirect Procurement,corporate,CC-MX-COR-06,0.0032161234991423676,2016-01-01,,true
337,MX,Corporate,Procurement,Contracts,corporate,CC-MX-COR-06,0.0032161234991423676,2016-01-01,,true
338,MX,Corporate,Risk,Internal Audit,corporate,CC-MX-COR-07,0.0021440823327615786,2016-01-01,,true
339,MX,Corporate,Risk,Risk Management,corporate,CC-MX-COR-07,0.0021440823327615786,2016-01-01,,true
340,MX,Corporate,Risk,Fraud,corporate,CC-MX-COR-07,0.0021440823327615786,2016-01-01,,true
341,MX,Corporate,Data & Analytics,Business Intelligence,corporate,CC-MX-COR-08,0.0032161234991423676,2016-01-01,,true
342,MX,Corporate,Data & Analytics,Data Governance,corporate,CC-MX-COR-08,0.0032161234991423676,2016-01-01,,true
343,MX,Digital,Engineering,Platform,digital,CC-MX-DIG-01,0.0008004574042309893,2016-01-01,,true
344,MX,Digital,Engineering,Backend,digital,CC-MX-DIG-01,0.0008004574042309893,2016-01-01,,true
345,MX,Digital,Engineering,Frontend,digital,CC-MX-DIG-01,0.0008004574042309893,2016-01-01,,true
346,MX,Digital,Engineering,Mobile,digital,CC-MX-DIG-01,0.0008004574042309893,2016-01-01,,true
347,MX,Digital,Engineering,SRE,digital,CC-MX-DIG-01,0.0008004574042309893,2016-01-01,,true
348,MX,Digital,Product,Product Management,digital,CC-MX-DIG-02,0.0020011435105774735,2016-01-01,,true
349,MX,Digital,Product,Product Ops,digital,CC-MX-DIG-02,0.0020011435105774735,2016-01-01,,true
350,MX,Digital,Data,Data Engineering,digital,CC-MX-DIG-03,0.0013340956737183155,2016-01-01,,true
351,MX,Digital,Data,Data Science,digital,CC-MX-DIG-03,0.0013340956737183155,2016-01-01,,true
352,MX,Digital,Data,Analytics Engineering,digital,CC-MX-DIG-03,0.0013340956737183155,2016-01-01,,true
353,MX,Digital,UX,Product Design,digital,CC-MX-DIG-04,0.0013340956737183155,2016-01-01,,true
354,MX,Digital,UX,Research,digital,CC-MX-DIG-04,0.0013340956737183155,2016-01-01,,true
355,MX,Digital,UX,Design System,digital,CC-MX-DIG-04,0.0013340956737183155,2016-01-01,,true
356,MX,Digital,E-commerce,Storefront,digital,CC-MX-DIG-05,0.0013340956737183155,2016-01-01,,true
357,MX,Digital,E-commerce,Checkout,digital,CC-MX-DIG-05,0.0013340956737183155,2016-01-01,,true
358,MX,Digital,E-commerce,Catalog,digital,CC-MX-DIG-05,0.0013340956737183155,2016-01-01,,true
359,MX,Digital,Digital Marketing,SEO,digital,CC-MX-DIG-06,0.0013340956737183155,2016-01-01,,true
360,MX,Digital,Digital Marketing,Paid Media,digital,CC-MX-DIG-06,0.0013340956737183155,2016-01-01,,true
361,MX,Digital,Digital Marketing,Lifecycle,digital,CC-MX-DIG-06,0.0013340956737183155,2016-01-01,,true
362,MX,Retail,Store Operations,Store Management,retail_ops,CC-MX-RET-01,0.03376929674099486,2016-01-01,,true
363,MX,Retail,Store Operations,Cashier,retail_ops,CC-MX-RET-01,0.03376929674099486,2016-01-01,,true
364,MX,Retail,Store Operations,Stockroom,retail_ops,CC-MX-RET-01,0.03376929674099486,2016-01-01,,true
365,MX,Retail,Store Operations,Security,retail_ops,CC-MX-RET-01,0.03376929674099486,2016-01-01,,true
366,MX,Retail,Sales,Floor Sales,retail_ops,CC-MX-RET-02,0.06753859348198972,2016-01-01,,true
367,MX,Retail,Sales,Key Accounts,retail_ops,CC-MX-RET-02,0.06753859348198972,2016-01-01,,true
368,MX,Retail,Regional Operations,Region North,retail_ops,CC-MX-RET-03,0.04502572898799314,2016-01-01,,true
369,MX,Retail,Regional Operations,Region Southeast,retail_ops,CC-MX-RET-03,0.04502572898799314,2016-01-01,,true
370,MX,Retail,Regional Operations,Region South,retail_ops,CC-MX-RET-03,0.04502572898799314,2016-01-01,,true
371,MX,Retail,Visual Merchandising,Store Design,retail_ops,CC-MX-RET-04,0.06753859348198972,2016-01-01,,true
372,MX,Retail,Visual Merchandising,Merchandising,retail_ops,CC-MX-RET-04,0.06753859348198972,2016-01-01,,true
373,MX,Supply Chain,Logistics,Transportation,supply,CC-MX-SUP-01,0.016080617495711838,2016-01-01,,true
374,MX,Supply Chain,Logistics,Last Mile,supply,CC-MX-SUP-01,0.016080617495711838,2016-01-01,,true
375,MX,Supply Chain,Logistics,Reverse Logistics,supply,CC-MX-SUP-01,0.016080617495711838,2016-01-01,,true
376,MX,Supply Chain,Distribution Centers,Inbound,supply,CC-MX-SUP-02,0.016080617495711838,2016-01-01,,true
377,MX,Supply Chain,Distribution Centers,Outbound,supply,CC-MX-SUP-02,0.016080617495711838,2016-01-01,,true
378,MX,Supply Chain,Distribution Centers,Inventory,supply,CC-MX-SUP-02,0.016080617495711838,2016-01-01,,true
379,MX,Supply Chain,Procurement,Sourcing,supply,CC-MX-SUP-03,0.024120926243567757,2016-01-01,,true
380,MX,Supply Chain,Procurement,Supplier Management,supply,CC-MX-SUP-03,0.024120926243567757,2016-01-01,,true
381,MX,Supply Chain,Planning,Demand Planning,supply,CC-MX-SUP-04,0.024120926243567757,2016-01-01,,true
382,MX,Supply Chain,Planning,Supply Planning,supply,CC-MX-SUP-04,0.024120926243567757,2016-01-01,,true
383,MX,Customer,Customer Experience,CX Design,customer,CC-MX-CUS-01,0.02787307032590052,2016-01-01,,true
384,MX,Customer,Customer Experience,Voice of Customer,customer,CC-MX-CUS-01,0.02787307032590052,2016-01-01,,true
385,MX,Customer,Customer Service,Contact Center,customer,CC-MX-CUS-02,0.01858204688393368,2016-01-01,,true
386,MX,Customer,Customer Service,Chat,customer,CC-MX-CUS-02,0.01858204688393368,2016-01-01,,true
387,MX,Customer,Customer Service,Escalations,customer,CC-MX-CUS-02,0.01858204688393368,2016-01-01,,true
388,MX,Customer,Customer Operations,Order Support,customer,CC-MX-CUS-03,0.02787307032590052,2016-01-01,,true
389,MX,Customer,Customer Operations,Returns,customer,CC-MX-CUS-03,0.02787307032590052,2016-01-01,,true
390,MX,Marketplace,Marketplace Operations,Onboarding,digital,CC-MX-MKT-01,0.004002287021154947,2022-08-01,,true
391,MX,Marketplace,Marketplace Operations,Quality,digital,CC-MX-MKT-01,0.004002287021154947,2022-08-01,,true
392,MX,Marketplace,Seller Management,Seller Success,digital,CC-MX-MKT-02,0.004002287021154947,2022-08-01,,true
393,MX,Marketplace,Seller Management,Seller Growth,digital,CC-MX-MKT-02,0.004002287021154947,2022-08-01,,true
394,MX,Marketplace,Marketplace Technology,Integrations,digital,CC-MX-MKT-03,0.004002287021154947,2022-08-01,,true
395,MX,Marketplace,Marketplace Technology,Seller Platform,digital,CC-MX-MKT-03,0.004002287021154947,2022-08-01,,true
