employee_id,survey_date,survey_cycle,engagement_score,eNPS,manager_score,belonging_score,response_flag,country,department,business_unit,job_level,manager_id
384,2017-09-15,2017,,,,,0,BR,Data & Analytics,Corporate,IC2,227
386,2017-09-15,2017,5.0,10.0,5.0,3.7549946100858866,1,BR,Visual Merchandising,Retail,IC1,11
390,2017-09-15,2017,,,,,0,BR,Product,Digital,IC1,116
391,2017-09-15,2017,4.79589116625439,10.0,4.741229202985716,4.261793150359277,1,BR,Sales,Retail,IC2,585
392,2017-09-15,2017,4.220759623306083,5.0,3.7678397138185664,3.2588369228751746,1,BR,Risk,Corporate,IC1,248
393,2017-09-15,2017,3.2717430398869163,5.0,4.177287905546052,2.974099771603937,1,BR,Regional Operations,Retail,IC1,146
395,2017-09-15,2017,,,,,0,BR,Regional Operations,Retail,IC2,34
396,2017-09-15,2017,,,,,0,AR,Sales,Retail,IC2,341
398,2017-09-15,2017,3.3311012999337914,5.0,3.0203038072555506,2.1903840438409836,1,BR,Data & Analytics,Corporate,IC2,227
399,2017-09-15,2017,3.552992869829386,5.0,3.4722412208850764,3.2292422690448515,1,BR,Sales,Retail,IC2,585
401,2017-09-15,2017,,,,,0,AR,Planning,Supply Chain,IC2,339
403,2017-09-15,2017,,,,,0,BR,Legal,Corporate,IC3,196
404,2017-09-15,2017,3.8235322926374415,5.0,3.6644946497699156,3.491618995035408,1,BR,Product,Digital,IC4,482
405,2017-09-15,2017,4.104132750395511,5.0,4.735668320509715,2.6392216757790274,1,BR,Procurement,Supply Chain,IC1,302
406,2017-09-15,2017,4.521758413900837,10.0,4.8805428207876975,4.578150050665885,1,BR,Legal,Corporate,IC4,196
408,2017-09-15,2017,,,,,0,BR,Visual Merchandising,Retail,IC2,273
411,2017-09-15,2017,,,,,0,BR,Customer Experience,Customer,IC1,90
414,2017-09-15,2017,,,,,0,BR,Visual Merchandising,Retail,IC1,408
416,2017-09-15,2017,5.0,10.0,4.78756244271692,5.0,1,BR,Engineering,Digital,IC5,70
417,2017-09-15,2017,3.3699324077046366,5.0,3.0441990721063146,2.9122815275234086,1,BR,Sales,Retail,IC1,399
420,2017-09-15,2017,5.0,10.0,5.0,5.0,1,BR,Digital Marketing,Digital,IC3,8
422,2017-09-15,2017,4.108570640601643,5.0,4.72533078788058,4.57080827152328,1,BR,Visual Merchandising,Retail,IC1,408
423,2017-09-15,2017,4.170899813399995,5.0,2.7673392111108397,3.5990536073866437,1,BR,Customer Service,Customer,IC1,391
424,2017-09-15,2017,3.4680989064956833,5.0,3.7552946902453606,2.3251065389547048,1,BR,Strategy,Corporate,IC1,494
425,2017-09-15,2017,,,,,0,BR,Planning,Supply Chain,IC1,9
427,2017-09-15,2017,4.126119277771913,5.0,4.353452651316852,4.450535008120262,1,BR,Customer Operations,Customer,IC1,165
429,2017-09-15,2017,,,,,0,BR,Sales,Retail,IC1,326
430,2017-09-15,2017,,,,,0,BR,Procurement,Supply Chain,IC2,319
433,2017-09-15,2017,3.798141553795033,5.0,4.0540464064276875,2.595856181002838,1,BR,Customer Experience,Customer,M1,303
434,2017-09-15,2017,2.51640979250057,0.0,3.0621110095824817,2.543877047383962,1,BR,Logistics,Supply Chain,IC1,568
435,2017-09-15,2017,4.980321610705962,10.0,3.9229563831951464,4.751303610331932,1,BR,Sales,Retail,IC1,201
436,2017-09-15,2017,3.36372444968746,5.0,3.018415446349785,3.9424298888700413,1,BR,Visual Merchandising,Retail,IC2,294
438,2017-09-15,2017,3.2815394504060267,5.0,2.540941198795184,3.824186540819185,1,AR,Visual Merchandising,Retail,M2,281
439,2017-09-15,2017,2.993890420867015,5.0,3.4178432255555813,2.7291297276315367,1,BR,Regional Operations,Retail,IC1,477
440,2017-09-15,2017,3.1669614492335847,5.0,2.3990061979646993,3.086089905658706,1,BR,Marketing,Corporate,M2,321
441,2017-09-15,2017,3.756250792881793,5.0,2.9134620188292533,3.3785373037040562,1,BR,Legal,Corporate,IC3,406
444,2017-09-15,2017,2.689602028156665,0.0,3.303570793898775,3.039190363785937,1,BR,Strategy,Corporate,IC4,29
447,2017-09-15,2017,4.232815330952387,5.0,3.6420565728941536,4.286476524214726,1,BR,People,Corporate,IC2,183
448,2017-09-15,2017,,,,,0,BR,Regional Operations,Retail,IC3,208
452,2017-09-15,2017,,,,,0,AR,Planning,Supply Chain,IC1,355
454,2017-09-15,2017,2.54275371321188,0.0,2.7713812313499586,2.3528844256801786,1,BR,Sales,Retail,IC1,160
457,2017-09-15,2017,4.649372604149602,10.0,5.0,5.0,1,BR,Legal,Corporate,IC3,406
458,2017-09-15,2017,,,,,0,BR,Store Operations,Retail,IC1,21
460,2017-09-15,2017,3.947079051354919,5.0,4.768960089202993,4.483633249750908,1,BR,Sales,Retail,IC1,391
461,2017-09-15,2017,,,,,0,BR,Customer Service,Customer,IC2,243
464,2017-09-15,2017,3.6754095430481097,5.0,3.3668374270069514,3.942654128513843,1,BR,Legal,Corporate,IC2,403
466,2017-09-15,2017,,,,,0,BR,Regional Operations,Retail,IC2,34
467,2017-09-15,2017,5.0,10.0,5.0,4.552750848434853,1,BR,Store Operations,Retail,M1,65
468,2017-09-15,2017,3.7709372245172763,5.0,3.64240231016927,4.309538079641152,1,BR,Store Operations,Retail,IC1,77
469,2017-09-15,2017,3.4429903106281277,5.0,3.1137666650213416,2.360008790224911,1,BR,Store Operations,Retail,IC1,77
471,2017-09-15,2017,3.1133447578062934,5.0,2.928897997702307,3.2283640391880435,1,BR,Risk,Corporate,IC2,261
473,2017-09-15,2017,,,,,0,BR,Sales,Retail,IC2,585
474,2017-09-15,2017,,,,,0,BR,Planning,Supply Chain,IC3,335
475,2017-09-15,2017,2.878999038457216,5.0,2.5963855357343646,2.563924670312039,1,BR,Finance,Corporate,IC1,324
476,2017-09-15,2017,3.0316435431373208,5.0,3.4395993948235013,2.7778317261508763,1,BR,Sales,Retail,IC1,473
477,2017-09-15,2017,4.284105643658663,5.0,3.421961452830464,4.418031804578969,1,BR,Regional Operations,Retail,IC2,18
479,2017-09-15,2017,,,,,0,BR,Visual Merchandising,Retail,IC2,273
482,2017-09-15,2017,3.533103325534385,5.0,3.08216823584777,4.116076507404145,1,BR,Product,Digital,IC5,310
484,2017-09-15,2017,,,,,0,BR,Visual Merchandising,Retail,IC1,270
485,2017-09-15,2017,3.9760370071434714,5.0,3.3967147219312706,3.0069069098026207,1,BR,Visual Merchandising,Retail,IC1,436
486,2017-09-15,2017,3.65861322685011,5.0,4.1527812137902735,3.44382575361083,1,BR,Customer Service,Customer,IC1,461
488,2017-09-15,2017,2.4805213104156447,0.0,2.824256515496485,2.439357868400376,1,BR,Sales,Retail,IC1,473
490,2017-09-15,2017,3.095456493641926,5.0,3.0511280360551667,4.893829783069606,1,BR,Sales,Retail,IC1,24
491,2017-09-15,2017,3.30304653743186,5.0,2.7508560769018526,2.5542042819567947,1,BR,Visual Merchandising,Retail,IC1,479
493,2017-09-15,2017,3.3841329745738937,5.0,2.8731494537150173,2.6774883702850008,1,BR,Visual Merchandising,Retail,M1,212
494,2017-09-15,2017,3.791580360054309,5.0,3.274991159172159,2.597438036224834,1,BR,Strategy,Corporate,IC3,444
495,2017-09-15,2017,,,,,0,BR,Regional Operations,Retail,IC1,146
496,2017-09-15,2017,2.2717837554954077,0.0,2.3537521334352935,1.9373599503151866,1,BR,Data,Digital,IC3,197
498,2017-09-15,2017,,,,,0,BR,Visual Merchandising,Retail,IC1,71
499,2017-09-15,2017,4.805157426344515,10.0,4.531609151008541,4.728047891354295,1,AR,Customer Operations,Customer,IC2,352
501,2017-09-15,2017,3.7029513394414915,5.0,2.702815914770542,3.523129341639513,1,BR,Data,Digital,IC1,496
502,2017-09-15,2017,,,,,0,BR,Visual Merchandising,Retail,IC2,294
503,2017-09-15,2017,,,,,0,BR,Store Operations,Retail,M2,212
504,2017-09-15,2017,4.876734038398602,10.0,5.0,4.039288683153623,1,BR,Data & Analytics,Corporate,IC1,232
505,2017-09-15,2017,4.431101109934938,10.0,4.77556440408143,3.0304036167341533,1,BR,Planning,Supply Chain,IC1,474
506,2017-09-15,2017,,,,,0,AR,Regional Operations,Retail,IC2,336
507,2017-09-15,2017,,,,,0,AR,Sales,Retail,IC1,396
509,2017-09-15,2017,3.517808637821369,5.0,3.246205238238652,3.058753222796664,1,BR,Data & Analytics,Corporate,M2,14
510,2017-09-15,2017,4.503212964641683,10.0,4.204707247108763,4.4982870214105395,1,AR,Customer Service,Customer,IC2,352
511,2017-09-15,2017,3.4718364455766717,5.0,3.775598917429785,3.6824792665903923,1,BR,Procurement,Supply Chain,IC1,49
514,2017-09-15,2017,3.605640596305591,5.0,3.180996102517912,5.0,1,BR,Customer Experience,Customer,IC1,90
515,2017-09-15,2017,3.6997521830499784,5.0,4.069253740561331,3.560292775971561,1,BR,Procurement,Supply Chain,IC2,319
516,2017-09-15,2017,3.2924562820643737,5.0,3.3517542031002585,3.924293706294142,1,BR,Data,Digital,IC3,197
517,2017-09-15,2017,3.468793631183786,5.0,3.925634450740273,3.9106087906327285,1,BR,Distribution Centers,Supply Chain,IC3,162
518,2017-09-15,2017,,,,,0,BR,Regional Operations,Retail,IC3,208
520,2017-09-15,2017,1.9401954671781962,0.0,2.411759594176266,1.7008360516891563,1,BR,Customer Experience,Customer,IC1,90
521,2017-09-15,2017,4.376877627037446,10.0,5.0,4.664953243680179,1,BR,Customer Service,Customer,IC1,461
522,2017-09-15,2017,3.710067166178712,5.0,4.176162744360007,3.904146548874613,1,BR,Engineering,Digital,IC2,283
523,2017-09-15,2017,,,,,0,BR,Customer Operations,Customer,IC1,553
526,2017-09-15,2017,3.510658120777368,5.0,4.190284907857532,3.481951778618091,1,AR,Planning,Supply Chain,IC1,355
528,2017-09-15,2017,3.4112678935774405,5.0,3.5987918850037355,3.8702846173030023,1,BR,Engineering,Digital,M1,281
529,2017-09-15,2017,3.4879973875875088,5.0,2.6961576888318266,4.252772039382467,1,BR,Logistics,Supply Chain,IC1,276
530,2017-09-15,2017,,,,,0,AR,Customer Service,Customer,IC2,352
532,2017-09-15,2017,5.0,10.0,4.583278174448082,5.0,1,BR,Visual Merchandising,Retail,IC1,436
534,2017-09-15,2017,3.3079233504977346,5.0,3.271757488026968,3.7703086092142395,1,BR,Engineering,Digital,IC1,283
535,2017-09-15,2017,3.322391989213901,5.0,3.743758981755513,4.23840602613279,1,BR,Procurement,Supply Chain,IC2,319
536,2017-09-15,2017,3.319398516997733,5.0,3.625909774579693,3.3755758507645846,1,BR,Procurement,Corporate,IC1,88
537,2017-09-15,2017,,,,,0,BR,Marketing,Corporate,IC5,440
538,2017-09-15,2017,3.7082089534242644,5.0,3.5318274122276314,3.4459403286138035,1,BR,Visual Merchandising,Retail,IC1,502
539,2017-09-15,2017,,,,,0,BR,Strategy,Corporate,M2,14
541,2017-09-15,2017,,,,,0,AR,Planning,Supply Chain,IC3,343
542,2017-09-15,2017,2.321074780688871,0.0,2.3983611141149592,2.973595710589795,1,AR,Regional Operations,Retail,IC1,506
543,2017-09-15,2017,3.8419314494682726,5.0,3.287017135931217,3.4593918038178337,1,BR,Legal,Corporate,IC3,406
544,2017-09-15,2017,,,,,0,BR,Visual Merchandising,Retail,IC1,223
545,2017-09-15,2017,,,,,0,BR,Sales,Retail,IC1,42
546,2017-09-15,2017,3.456586987809371,5.0,3.628912068202247,3.0505521539760534,1,BR,Store Operations,Retail,IC1,280
547,2017-09-15,2017,2.853913221826085,5.0,2.440853592452688,1.3101769145490472,1,BR,Strategy,Corporate,IC1,494
548,2017-09-15,2017,,,,,0,BR,Store Operations,Retail,IC1,308
549,2017-09-15,2017,,,,,0,BR,Sales,Retail,IC1,399
550,2017-09-15,2017,2.8032402917869965,5.0,2.6167658082902827,2.3313363978106083,1,BR,Customer Operations,Customer,IC2,252
551,2017-09-15,2017,,,,,0,BR,Procurement,Supply Chain,IC3,297
552,2017-09-15,2017,4.990902288114536,10.0,4.270974320409495,5.0,1,BR,Customer Experience,Customer,M1,578
553,2017-09-15,2017,3.7792470489774623,5.0,3.7097146899362086,3.192740862384755,1,BR,Customer Operations,Customer,IC2,252
554,2017-09-15,2017,,,,,0,BR,Store Operations,Retail,IC1,313
555,2017-09-15,2017,,,,,0,BR,Distribution Centers,Supply Chain,IC5,295
556,2017-09-15,2017,3.1882332103060556,5.0,3.1096184651684884,3.996871898366124,1,BR,Planning,Supply Chain,IC2,305
557,2017-09-15,2017,2.542089027552306,0.0,3.6798086295787718,1.8936431403977614,1,BR,Data & Analytics,Corporate,IC2,227
558,2017-09-15,2017,,,,,0,BR,Sales,Retail,IC1,473
559,2017-09-15,2017,2.953551168191508,5.0,3.166379743122009,3.612192540998807,1,BR,Sales,Retail,IC1,24
560,2017-09-15,2017,3.41722896998303,5.0,2.183277546996927,4.250139944769163,1,BR,Sales,Retail,IC2,585
561,2017-09-15,2017,,,,,0,BR,Procurement,Supply Chain,IC1,535
562,2017-09-15,2017,,,,,0,BR,Data & Analytics,Corporate,IC2,232
563,2017-09-15,2017,3.8785095667588614,5.0,3.409199686671773,4.074016056953527,1,AR,Visual Merchandising,Retail,IC1,365
564,2017-09-15,2017,2.675417376361928,0.0,2.010719253584759,2.186807546151993,1,BR,Procurement,Supply Chain,M2,10
565,2017-09-15,2017,2.410188093485618,0.0,1.7605956795192375,3.5995473535763445,1,BR,UX,Digital,IC1,152
566,2017-09-15,2017,3.3814169744725135,5.0,3.257825993362289,4.1781979791741435,1,BR,Digital Marketing,Digital,IC4,8
567,2017-09-15,2017,3.432532004676316,5.0,3.588537866310127,3.2742978986456075,1,BR,Store Operations,Retail,M2,212
568,2017-09-15,2017,,,,,0,BR,Logistics,Supply Chain,IC2,162
569,2017-09-15,2017,3.7752630928473465,5.0,4.395142732939669,4.6255496506015685,1,BR,Digital Marketing,Digital,IC2,420
570,2017-09-15,2017,3.8352995248794746,5.0,3.709303924119179,4.018315491507032,1,BR,Product,Digital,IC4,482
571,2017-09-15,2017,4.381137523454715,10.0,4.554381990946406,3.74617602447471,1,BR,Sales,Retail,IC1,139
572,2017-09-15,2017,3.641295200075894,5.0,4.025178132246852,5.0,1,AR,Visual Merchandising,Retail,IC1,365
573,2017-09-15,2017,,,,,0,BR,Regional Operations,Retail,IC1,12
574,2017-09-15,2017,2.9971934662834756,5.0,3.3661607340748034,3.492330244611784,1,AR,Sales,Retail,IC1,396
575,2017-09-15,2017,2.823055130122789,5.0,2.9077451184956082,3.636726489580825,1,AR,Sales,Retail,IC1,379
576,2017-09-15,2017,3.0310312333630263,5.0,2.7798748643751567,3.1526390495088585,1,BR,Finance,Corporate,IC3,598
577,2017-09-15,2017,,,,,0,BR,Visual Merchandising,Retail,IC1,173
578,2017-09-15,2017,2.8662240545631237,5.0,2.9201989774332824,3.1470441001067933,1,BR,Customer Experience,Customer,M3,121
579,2017-09-15,2017,,,,,0,BR,Regional Operations,Retail,IC1,31
580,2017-09-15,2017,,,,,0,AR,Store Operations,Retail,IC1,336
581,2017-09-15,2017,5.0,10.0,5.0,5.0,1,BR,Digital Marketing,Digital,IC1,285
582,2017-09-15,2017,4.810609134308469,10.0,5.0,5.0,1,BR,Sales,Retail,IC1,26
583,2017-09-15,2017,,,,,0,BR,Visual Merchandising,Retail,IC2,273
584,2017-09-15,2017,3.124983469693016,5.0,3.8574768121576697,2.219052148692463,1,BR,Visual Merchandising,Retail,IC2,294
585,2017-09-15,2017,,,,,0,BR,Sales,Retail,IC3,141
586,2017-09-15,2017,3.990070856006645,5.0,4.51229394677507,3.145352154740793,1,BR,Visual Merchandising,Retail,IC3,233
587,2017-09-15,2017,3.9955114112492156,5.0,4.898106220815652,3.7168927773243663,1,BR,Digital Marketing,Digital,M1,8
588,2017-09-15,2017,,,,,0,BR,Digital Marketing,Digital,IC2,576
589,2017-09-15,2017,,,,,0,BR,Sales,Retail,IC1,42
590,2017-09-15,2017,3.631017091094436,5.0,3.131345587990148,5.0,1,BR,Engineering,Digital,IC4,416
591,2017-09-15,2017,3.3035221684565306,5.0,3.4314124635154966,2.8646694525264893,1,BR,Legal,Corporate,IC1,464
592,2017-09-15,2017,3.9793310786315,5.0,4.4131743048311005,3.3290178872318394,1,BR,Customer Service,Customer,IC2,243
593,2017-09-15,2017,3.313923264172291,5.0,3.471062967439214,5.0,1,BR,Legal,Corporate,IC1,55
594,2017-09-15,2017,3.7009499236925008,5.0,4.185805735302008,3.196495631635143,1,BR,Data & Analytics,Corporate,IC1,398
595,2017-09-15,2017,3.0785576163516915,5.0,3.5581748488815697,1.9080976279152413,1,BR,Strategy,Corporate,IC3,218
596,2017-09-15,2017,3.7277229738276563,5.0,2.778571610725482,3.4090058568839066,1,BR,Customer Service,Customer,IC1,592
598,2017-09-15,2017,4.998658064714818,10.0,4.446802259669747,4.270550759475534,1,BR,People,Corporate,IC4,327
600,2017-09-15,2017,,,,,0,AR,Store Operations,Retail,IC1,336
601,2017-09-15,2017,,,,,0,AR,Customer Operations,Customer,IC1,499
603,2017-09-15,2017,,,,,0,AR,Planning,Supply Chain,IC2,541
604,2017-09-15,2017,4.473127715001531,10.0,4.126795123269873,4.819242229775895,1,BR,Regional Operations,Retail,IC3,98
605,2017-09-15,2017,3.8406080026350917,5.0,4.164807815697604,4.2690625080527065,1,BR,Finance,Corporate,IC2,516
1,2018-09-15,2018,,,,,0,BR,Regional Operations,Retail,IC1,12
3,2018-09-15,2018,,,,,0,BR,Distribution Centers,Supply Chain,IC1,48
8,2018-09-15,2018,,,,,0,BR,Digital Marketing,Digital,M3,833
9,2018-09-15,2018,,,,,0,BR,Planning,Supply Chain,IC3,335
10,2018-09-15,2018,3.739685209614892,5.0,3.4950153478445025,4.116826640263915,1,BR,Procurement,Supply Chain,M4,309
11,2018-09-15,2018,,,,,0,BR,Visual Merchandising,Retail,IC2,273
12,2018-09-15,2018,3.3228866769310437,5.0,3.4568834787302003,3.7427446798573865,1,BR,Regional Operations,Retail,IC3,406
13,2018-09-15,2018,2.295536562908075,0.0,1.6697533403808267,1.9094827889087296,1,BR,Regional Operations,Retail,IC1,174
14,2018-09-15,2018,2.6444089666661377,0.0,4.005036597880869,3.403632532241209,1,BR,Marketing,Corporate,M3,309
16,2018-09-15,2018,,,,,0,BR,Customer Experience,Customer,IC1,90
17,2018-09-15,2018,1.9989089226002537,0.0,2.0807107169727166,2.2950985009674985,1,BR,Sales,Retail,IC1,26
18,2018-09-15,2018,,,,,0,BR,Regional Operations,Retail,IC3,406
20,2018-09-15,2018,,,,,0,BR,Distribution Centers,Supply Chain,IC1,48
21,2018-09-15,2018,3.392950170670599,5.0,2.7448177825004962,3.885796695810271,1,BR,Sales,Retail,IC2,162
24,2018-09-15,2018,3.554767210038753,5.0,3.3120469736023233,3.988850259421969,1,BR,Sales,Retail,IC2,162
26,2018-09-15,2018,3.36213696631719,5.0,1.752825972967263,2.0777823617378663,1,BR,Sales,Retail,IC2,162
27,2018-09-15,2018,,,,,0,BR,Regional Operations,Retail,IC3,406
28,2018-09-15,2018,,,,,0,BR,Finance,Corporate,IC2,630
29,2018-09-15,2018,,,,,0,BR,Procurement,Corporate,IC5,81
31,2018-09-15,2018,,,,,0,BR,Regional Operations,Retail,IC2,34
32,2018-09-15,2018,3.9364321305011907,5.0,4.350399000214497,4.777273873820702,1,BR,Visual Merchandising,Retail,IC2,294
34,2018-09-15,2018,,,,,0,BR,Regional Operations,Retail,M1,208
36,2018-09-15,2018,3.9552045687260544,5.0,3.749200862101929,3.641935454220596,1,BR,Distribution Centers,Supply Chain,IC1,48
45,2018-09-15,2018,3.530634238527657,5.0,2.9868523708737467,2.90142764110901,1,BR,Planning,Supply Chain,IC4,335
47,2018-09-15,2018,3.4625513060223256,5.0,3.880673651760562,2.361931955847135,1,BR,Procurement,Corporate,IC3,45
48,2018-09-15,2018,4.8331293426608015,10.0,4.398863021008978,4.83532014425707,1,BR,Distribution Centers,Supply Chain,IC3,297
50,2018-09-15,2018,4.729189663416092,10.0,5.0,5.0,1,BR,Data & Analytics,Corporate,IC1,384
55,2018-09-15,2018,2.4265515649209544,0.0,2.540009088468161,2.897885241059675,1,BR,Legal,Corporate,IC2,119
57,2018-09-15,2018,5.0,10.0,4.49608166396912,5.0,1,BR,People,Corporate,IC2,298
59,2018-09-15,2018,1.9382179112783067,0.0,2.5174639036318576,1.0248955083267597,1,BR,Strategy,Corporate,IC1,162
60,2018-09-15,2018,2.6262122509655876,0.0,3.057468026604902,3.2611532278074264,1,BR,Marketing,Corporate,IC4,321
61,2018-09-15,2018,3.3787610268102317,5.0,2.737868183708026,3.204037143550094,1,BR,Sales,Retail,IC2,162
62,2018-09-15,2018,4.141251019666053,5.0,4.811373816200529,3.7925431263443543,1,BR,Procurement,Corporate,D1,
63,2018-09-15,2018,3.748460121043035,5.0,3.726546687955923,4.691216556871918,1,BR,Distribution Centers,Supply Chain,IC1,48
64,2018-09-15,2018,,,,,0,BR,Sales,Retail,IC1,139
65,2018-09-15,2018,,,,,0,BR,Sales,Retail,M2,14
66,2018-09-15,2018,,,,,0,BR,Store Operations,Retail,IC2,691
69,2018-09-15,2018,2.001861043219832,0.0,1.0,1.0,1,BR,Logistics,Supply Chain,IC2,623
70,2018-09-15,2018,2.7311542457754854,0.0,2.5180515917037805,3.0690907849838265,1,BR,Customer Operations,Customer,M2,673
72,2018-09-15,2018,,,,,0,BR,Risk,Corporate,IC1,73
73,2018-09-15,2018,3.839856622529027,5.0,3.537386657403406,2.987737364792697,1,BR,Risk,Corporate,IC3,261
74,2018-09-15,2018,3.3732405337007014,5.0,3.1230250634764345,3.937979480734813,1,BR,Sales,Retail,IC1,160
75,2018-09-15,2018,4.4921000368548185,10.0,4.520822048960712,5.0,1,BR,Legal,Corporate,IC1,155
76,2018-09-15,2018,4.2202970079612765,5.0,3.7423741963942567,4.407935955269825,1,BR,People,Corporate,IC1,200
77,2018-09-15,2018,,,,,0,BR,Store Operations,Retail,IC2,467
78,2018-09-15,2018,,,,,0,BR,Visual Merchandising,Retail,IC2,586
81,2018-09-15,2018,3.6188207680313655,5.0,2.9335626054622046,3.0704140132249247,1,BR,Procurement,Corporate,M1,187
82,2018-09-15,2018,3.8767112497610032,5.0,3.2497796423454046,3.872738800606252,1,BR,Data & Analytics,Corporate,IC4,92
83,2018-09-15,2018,4.405822553569536,10.0,4.292483645401718,4.685283187263345,1,BR,Planning,Supply Chain,IC1,556
84,2018-09-15,2018,3.215227793928305,5.0,4.078375134548672,2.1707754944925925,1,BR,Procurement,Supply Chain,IC1,780
85,2018-09-15,2018,2.3808140672855496,0.0,2.098685247835661,1.918553252499689,1,BR,Sales,Retail,IC1,391
86,2018-09-15,2018,,,,,0,BR,Engineering,Digital,IC4,177
88,2018-09-15,2018,4.1466549775546255,5.0,3.489505460048303,4.073635581761789,1,BR,Procurement,Corporate,IC2,138
89,2018-09-15,2018,,,,,0,BR,Store Operations,Retail,IC3,467
90,2018-09-15,2018,4.404848800656169,10.0,5.0,4.88185975516118,1,BR,Customer Experience,Customer,IC2,194
91,2018-09-15,2018,,,,,0,BR,Store Operations,Retail,IC1,308
92,2018-09-15,2018,3.613857682772476,5.0,3.8710521955441557,4.225684226818701,1,BR,Data & Analytics,Corporate,M1,509
93,2018-09-15,2018,4.112719481883575,5.0,3.500631678583421,4.077227061405232,1,BR,Customer Service,Customer,IC1,189
94,2018-09-15,2018,,,,,0,BR,Store Operations,Retail,IC1,316
95,2018-09-15,2018,,,,,0,BR,Regional Operations,Retail,IC1,251
96,2018-09-15,2018,3.819128586413865,5.0,3.857015491038215,4.072377018510444,1,BR,Visual Merchandising,Retail,IC1,142
100,2018-09-15,2018,3.740219980483913,5.0,3.7511200159587648,4.522984484840241,1,BR,Finance,Corporate,IC2,254
101,2018-09-15,2018,,,,,0,BR,Customer Operations,Customer,IC1,288
102,2018-09-15,2018,,,,,0,BR,Customer Experience,Customer,IC1,90
105,2018-09-15,2018,3.52396499259016,5.0,4.417662863095634,4.023598079248756,1,BR,Finance,Corporate,IC1,28
109,2018-09-15,2018,3.661676824567401,5.0,3.3717578672124393,4.0767955839333165,1,BR,Distribution Centers,Supply Chain,IC2,48
113,2018-09-15,2018,3.146882970346089,5.0,2.9199832057276573,3.9956662378106262,1,BR,People,Corporate,IC2,183
115,2018-09-15,2018,,,,,0,BR,Regional Operations,Retail,IC2,518
116,2018-09-15,2018,,,,,0,BR,Customer Service,Customer,IC2,243
117,2018-09-15,2018,,,,,0,BR,Risk,Corporate,IC2,261
118,2018-09-15,2018,2.0060134016222544,0.0,2.3806516230451478,2.3101755174454954,1,BR,Product,Digital,IC2,81
119,2018-09-15,2018,,,,,0,BR,Legal,Corporate,IC4,196
121,2018-09-15,2018,,,,,0,BR,Sales,Retail,M4,309
123,2018-09-15,2018,,,,,0,BR,Customer Service,Customer,IC1,242
126,2018-09-15,2018,,,,,0,BR,Logistics,Supply Chain,IC1,568
128,2018-09-15,2018,,,,,0,BR,Sales,Retail,IC2,162
132,2018-09-15,2018,4.036312089270215,5.0,5.0,3.0911825940314483,1,BR,Strategy,Corporate,IC1,494
133,2018-09-15,2018,,,,,0,BR,Customer Experience,Customer,IC1,90
134,2018-09-15,2018,4.078739550842783,5.0,2.676014420222778,3.7552802574762483,1,BR,Customer Service,Customer,IC1,189
137,2018-09-15,2018,3.623713148085673,5.0,3.5160991218690727,2.878391286408429,1,BR,Procurement,Corporate,IC1,166
138,2018-09-15,2018,3.7805533253201884,5.0,3.0266362149562775,3.506264874959671,1,BR,Procurement,Corporate,IC3,45
139,2018-09-15,2018,4.672427487600876,10.0,4.86236006652573,5.0,1,BR,Sales,Retail,IC2,630
142,2018-09-15,2018,4.61322573105449,10.0,5.0,4.364628575657536,1,BR,Sales,Retail,IC2,162
143,2018-09-15,2018,3.6483060347287717,5.0,3.6917373038309473,3.722348884505248,1,BR,Procurement,Supply Chain,IC1,430
146,2018-09-15,2018,2.7223533529485398,0.0,3.112520462912481,2.797010315100536,1,BR,Regional Operations,Retail,IC2,34
148,2018-09-15,2018,3.2356164113684174,5.0,3.0335267389998335,3.858250451979026,1,BR,Planning,Supply Chain,IC1,9
149,2018-09-15,2018,,,,,0,BR,Distribution Centers,Supply Chain,IC1,48
150,2018-09-15,2018,4.207117614174126,5.0,3.8104990263067964,5.0,1,BR,Customer Service,Customer,IC1,461
153,2018-09-15,2018,2.948963690951708,5.0,3.7122481543252586,2.716519229886803,1,BR,Data,Digital,M1,70
155,2018-09-15,2018,2.259601858499994,0.0,2.361230407888534,1.6829045662131836,1,BR,Legal,Corporate,IC2,119
156,2018-09-15,2018,4.770957028821853,10.0,4.323735072160074,4.234748725463775,1,BR,People,Corporate,IC2,278
158,2018-09-15,2018,2.547556937142849,0.0,2.7349705105064617,1.5539726505968998,1,BR,Procurement,Supply Chain,IC1,302
160,2018-09-15,2018,,,,,0,BR,Sales,Retail,IC2,162
162,2018-09-15,2018,,,,,0,BR,Sales,Retail,IC5,721
165,2018-09-15,2018,,,,,0,BR,Customer Operations,Customer,IC2,252
166,2018-09-15,2018,3.6191870816041183,5.0,3.5030274909762196,4.538480750351887,1,BR,Distribution Centers,Supply Chain,IC2,517
167,2018-09-15,2018,3.383889716678764,5.0,3.9114182198344514,4.0651308508832305,1,BR,Regional Operations,Retail,IC2,477
171,2018-09-15,2018,,,,,0,BR,Customer Service,Customer,M2,673
172,2018-09-15,2018,3.4179389226083567,5.0,3.385290419086109,2.6673252853167884,1,BR,Digital Marketing,Digital,IC2,420
174,2018-09-15,2018,,,,,0,BR,Regional Operations,Retail,IC2,34
175,2018-09-15,2018,3.4003245684646233,5.0,3.0692354387365333,1.4167041392224853,1,BR,Procurement,Corporate,IC2,286
177,2018-09-15,2018,2.783504084607449,0.0,3.1400419883486674,2.446901693446953,1,BR,UX,Digital,IC5,528
